esdcode,esdname,districtcode,schoolcode,districtname,schoolname,subject,indexall,indexamericanindian,indexasian,indexblack,indexhispanic,indexwhite,indexpacificislander,indextwoormoreraces,indexspecialed,indexltdenglish,indexlowincome,mettargetbeforeshall,mettargetbeforeshamerica,mettargetbeforeshasian,mettargetbeforeshblack,mettargetbeforeshhispanic,mettargetbeforeshwhite,mettargetbeforeshpacific,mettargetbeforeshtwoormo,mettargetbeforeshspecialed,mettargetbeforeshltdenglish,mettargetbeforeshlowincome,previousweightedcemetall,previousweightedcemetame,previousweightedcemetasian,previousweightedcemetblack,previousweightedcemethispanic,previousweightedcemetwhite,previousweightedcemetpac,previousweightedcemettwo,previousweightedcemetspecialed,previousweightedcemetltd,previousweightedcemetlowincome,reductionpercentall,reductionpercentamericanindian,reductionpercentasian,reductionpercentblack,reductionpercenthispanic,reductionpercentwhite,reductionpercentpacifici,reductionpercenttwoormoreraces,reductionpercentspecialed,reductionpercentltdenglish,reductionpercentlowincome,met10percentflagall,met10percentflagamericanindian,met10percentflagasian,met10percentflagblack,met10percentflaghispanic,met10percentflagwhite,met10percentflagpacifici,met10percentflagtwoormoreraces,met10percentflagspecialed,met10percentflagltdenglish,met10percentflaglowincome,metotherindicatorflagall,metotherindicatorflagame,metotherindicatorflagasian,metotherindicatorflagblack,metotherindicatorflaghispanic,metotherindicatorflagwhite,metotherindicatorflagpac,metotherindicatorflagtwo,metotherindicatorflagspecialed,metotherindicatorflagltd,metotherindicatorflaglowincome,mettargetaftershflagall,mettargetaftershflagamer,mettargetaftershflagasian,mettargetaftershflagblack,mettargetaftershflaghispanic,mettargetaftershflagwhite,mettargetaftershflagpaci,mettargetaftershflagtwoo,mettargetaftershflagspecialed,mettargetaftershflagltdenglish,mettargetaftershflaglowincome
34801,Educational Service District 113,14005,2834,Aberdeen School District,A J West Elementary,Reading,,0,-23.8,0,,,,-14.3,,-4.5,,No,N<Required,N<Required,N<Required,No,No,N/A,N/A,No,N<Required,No,,,,,,,,,,29.6,,,,,,,,,,,38.2,,,,FALSE,,,,FALSE,FALSE,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,No,N<Required,N<Required,N<Required,Yes,No,N/A,N<Required,No,N<Required,No
34801,Educational Service District 113,14005,3216,Aberdeen School District,Central Park Elementary,Reading,-20.6,0,-50,-100,-19.2,,,,-54,-100,,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,N<Required,N<Required,No,63.6,,,,75,,,,20,60,,-22.2,,,,-140,,,,-5.8,-150,,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,N<Required,N<Required,No
34801,Educational Service District 113,14005,3857,Aberdeen School District,Harbor High School,Reading,-41.4,,,,0,-39.3,,-100,-100,,-45.5,N<Required,N/A,N/A,N/A,N<Required,N<Required,N/A,N/A,N<Required,N/A,N<Required,57.1,,,,,55.6,,,50,,70,-69.7,,,,,-68.8,,,-100,,-159.3,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,N<Required,N/A,N/A,N/A,N<Required,N<Required,N/A,N<Required,N<Required,N/A,N<Required
34801,Educational Service District 113,14005,3476,Aberdeen School District,J M Weatherwax High School,Reading,,0,0,0,,,0,0,-46.5,-19.7,,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No,,,,,,,,,14.3,,,,,,,,,,,23.6,40,,,,,,,,,,FALSE,TRUE,,,,,,,,,,FALSE,,,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No
34801,Educational Service District 113,14005,2449,Aberdeen School District,McDermoth Elementary,Reading,-21.4,-16.9,-42.9,-3.3,,-8.8,,-100,-62.1,-47.9,-28.2,No,N<Required,N<Required,N<Required,No,No,N/A,N/A,N<Required,N<Required,No,51.4,60,,,,60.9,,,17.5,,38,21.2,-42.9,,33.3,,28.5,,,-1.8,22.2,16.8,TRUE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,N<Required,N<Required,N<Required,No,No,N/A,N<Required,N<Required,N<Required,No
34801,Educational Service District 113,14005,2305,Aberdeen School District,Miller Junior High,Reading,-43.3,-16.8,-4.1,-23,-54.7,-32.3,-25,-31.4,,-72.4,-52.9,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,No,No,39.4,28.6,,,38.1,39.2,,,,11.5,28.9,15.6,30,,,-11.7,30.2,,,,-1.7,12.3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,No,N<Required,N<Required,N<Required,No,Yes,N<Required,N<Required,No,No,No
34801,Educational Service District 113,14005,2763,Aberdeen School District,Robert Gray Elementary,Reading,-18.4,-25,0,-100,-12.6,,0,-50,-52.8,-62.5,-24.2,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N<Required,No,49.3,50,,100,34.5,,,,8,,40,23.7,0,,,32.2,,,,12,25,17.6,TRUE,FALSE,,FALSE,TRUE,,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,N<Required,N<Required,N<Required,N<Required,Yes,N<Required,N<Required,N<Required,N<Required,No
34801,Educational Service District 113,14005,2971,Aberdeen School District,Stevens Elementary School,Reading,-13.7,-0.4,-11.1,0,,-5.8,-100,-20,,-23.9,-14.7,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No,58.7,,,,,62.6,,,,41.4,54.3,34.6,73.9,,,,35.4,,,,-3.8,34.6,TRUE,TRUE,FALSE,,,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,Yes,N<Required,N<Required,N<Required,Yes,Yes,N<Required,N<Required,No,N<Required,Yes
34801,Educational Service District 113,21226,2227,Adna School District,Adna Elementary School,Reading,-22,,0,,-42,,,-50,-44.4,-100,,No,N/A,N<Required,N/A,N<Required,No,N/A,N/A,N<Required,N<Required,No,64.7,,,,60,,,,43.8,,,-13.7,,,,-100,,,,-18.5,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,,TRUE,FALSE,FALSE,FALSE,,No,N/A,N<Required,N/A,N<Required,No,N/A,N<Required,N<Required,N<Required,No
34801,Educational Service District 113,21226,2441,Adna School District,Adna Middle/High School,Reading,,0,0,0,-0.9,,,-9.1,-71.4,,-15.5,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,N<Required,N/A,No,,,,,50,,,,33.3,,52.7,,,,,63.6,,,,-17.9,,10.5,,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,,FALSE,FALSE,,FALSE,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N<Required,N<Required,N/A,No
32801,Educational Service District 101,22017,2860,Almira School District,Almira Elementary School,Reading,,,,,-33.3,,,0,-42.9,,-9.6,No,N/A,N/A,N/A,N<Required,No,N/A,N/A,N<Required,N/A,N<Required,,,,,60,,,,14.3,,40,,,,,-66.7,,,,16.7,,37.5,,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,Yes,N/A,N/A,N/A,N<Required,Yes,N/A,N<Required,N<Required,N/A,N<Required
29801,Northwest Educational Service District 189,29103,2467,Anacortes School District,Anacortes High School,Reading,-8,0,0,0,-10.1,-6.1,,,-70.7,-100,-11.9,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,N<Required,N<Required,No,92.4,,,,75,93.5,,,66.7,33.3,83.3,-77.9,,,,-40,-78.5,,,-172.7,-50,-45.5,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,TRUE,,,,,TRUE,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,N<Required,N<Required,No
29801,Northwest Educational Service District 189,29103,2707,Anacortes School District,Anacortes Middle School,Reading,,0,-2.2,0,-8.8,,,0,,-100,,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,No,N<Required,No,,,,,47.8,,,,,,,,,,,36.1,,,,,0,,,,FALSE,,TRUE,,FALSE,,,FALSE,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N<Required,No,N<Required,Yes
29801,Northwest Educational Service District 189,29103,5176,Anacortes School District,Cap Sante High School,Reading,-100,,,,,-100,,,-100,,-100,N<Required,N/A,N/A,N/A,N/A,N<Required,N/A,N/A,N<Required,N/A,N<Required,50,,,,,50,,,,,100,-100,,,,,-100,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,N<Required,N/A,N/A,N/A,N/A,N<Required,N/A,N/A,N<Required,N/A,N<Required
29801,Northwest Educational Service District 189,29103,3182,Anacortes School District,Fidalgo Elementary,Reading,-2.5,0,0,0,0,,,,-1.9,0,-0.6,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,N<Required,N<Required,No,83.3,,,,,,,,50,,71.8,27.7,,,,,,,,14.3,,37.7,TRUE,,,,,,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,N<Required,N<Required,N<Required,N<Required,Yes,N/A,N/A,N<Required,N<Required,Yes
29801,Northwest Educational Service District 189,29103,3252,Anacortes School District,Island View Elementary,Reading,-4,-66.7,-7.7,-25,-0.4,,,0,-7.7,-16.7,-5.3,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,N<Required,N<Required,No,75.7,40,,80,70,,,,35.7,30,65.8,46.1,-11.1,,-150,10.3,,,,44,52.4,38.3,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,N<Required,N<Required,N<Required,N<Required,Yes,N/A,N<Required,N<Required,N<Required,Yes
29801,Northwest Educational Service District 189,29103,3057,Anacortes School District,Mount Erie Elementary,Reading,-10,0,0,-20,-16.9,,,0,-31.7,0,-15,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N/A,N<Required,N<Required,No,85.8,,,60,88.9,,,,30,,76.9,-47.7,,,0,-323.5,,,,6.8,,-67.1,FALSE,,,FALSE,FALSE,,FALSE,,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,FALSE,No,N<Required,N<Required,N<Required,N<Required,No,N/A,N<Required,N<Required,N<Required,No
29801,Northwest Educational Service District 189,31016,2523,Arlington School District,Arlington High School,Reading,-6.3,0,0,0,-7.1,-4.6,0,0,-32.4,-100,-9.7,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No,87,,,,75,89.6,,,27,40,77.8,25.6,,,,10,22.7,,,31.5,-66.7,20.8,FALSE,,,,FALSE,FALSE,,,TRUE,FALSE,FALSE,TRUE,,,,TRUE,TRUE,,,FALSE,,TRUE,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
29801,Northwest Educational Service District 189,31016,4327,Arlington School District,Eagle Creek Elementary,Reading,-19.4,-100,0,0,,-15.4,,0,-61.1,-20.4,-24.3,No,N<Required,N<Required,N<Required,No,No,N/A,N/A,N<Required,N<Required,No,71.6,66.7,,,,75.1,,,38.1,25,57.7,-11.1,-200,,,,-15.4,,,-39.3,25.9,-4.3,FALSE,FALSE,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,N<Required,N<Required,N<Required,No,No,N/A,N<Required,N<Required,N<Required,No
29801,Northwest Educational Service District 189,31016,5010,Arlington School District,Haller Middle School,Reading,-15.6,0,0,0,-19.1,-13.1,0,0,-40.6,-22.7,-16.6,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No,81.7,,,,68.6,83.8,,,45,22.2,73.7,-21.4,,,,-32.5,-24.8,,,-25.5,11.6,-14.8,FALSE,,,,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No
29801,Northwest Educational Service District 189,31016,4436,Arlington School District,Kent Prairie Elementary,Reading,-6,0,0,0,-1.9,-3.4,0,0,-5.7,0,-4.2,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N<Required,No,84.5,,,,73.7,85.6,,,65.4,,80.5,6,,,,-26.7,15.2,,,-17.7,,-0.6,FALSE,,,,FALSE,FALSE,,,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N<Required,No
29801,Northwest Educational Service District 189,31016,4573,Arlington School District,Pioneer Elementary,Reading,-11,,0,0,,-8.4,-100,0,-27.1,-1.9,-13.7,No,N/A,N<Required,N<Required,No,No,N<Required,N<Required,No,N<Required,No,73.8,60,,,,76,,,20,31.3,57.8,22.2,,,,,21.1,,,25.7,21.7,12.9,FALSE,FALSE,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,N/A,N<Required,N<Required,Yes,No,N<Required,N<Required,No,N<Required,No
29801,Northwest Educational Service District 189,31016,3124,Arlington School District,Post Middle School,Reading,-11.6,-0.9,0,0,,-9.8,,-1.1,-45.5,-22.9,-14.9,No,N<Required,N<Required,N<Required,No,No,N/A,N/A,No,N<Required,No,70.8,50,,,,71.9,,,24.6,14.3,60.1,37.5,45.5,,,,39.8,,,4.9,19.2,29.5,TRUE,TRUE,,,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,N<Required,N<Required,N<Required,No,Yes,N/A,N<Required,No,N<Required,Yes
29801,Northwest Educational Service District 189,31016,4154,Arlington School District,Presidents Elementary,Reading,-18.7,-100,0,-100,-4.6,-16.7,-100,-0.8,,-28.3,-22.1,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,No,N<Required,No,67.8,100,,,65.2,69,,,,28.6,57.8,8,,,0,8,7.1,,,,20,7.5,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,No,N<Required,N<Required,N<Required,N<Required,No,N<Required,N<Required,No,N<Required,No
29801,Northwest Educational Service District 189,31016,1714,Arlington School District,Stillaguamish School,Reading,,,0,,-66.7,,,-100,-100,,-24.6,No,N/A,N<Required,N/A,N<Required,No,N/A,N/A,N<Required,N/A,N<Required,,40,,33.3,20,,,,,,48.3,,,,,16.7,,,,0,,-19,,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE,No,N/A,N<Required,N/A,N<Required,No,N/A,N<Required,N<Required,N/A,N<Required
29801,Northwest Educational Service District 189,31016,4287,Arlington School District,Weston High School,Reading,-8.5,,,,0,-10.5,,,-9,,0,N<Required,N/A,N/A,N/A,N<Required,N<Required,N/A,N/A,N<Required,N/A,N<Required,66.7,,,,,50,,,,,,-25,,,,,9.1,,,40,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,,,,FALSE,,,,,FALSE,N<Required,N/A,N/A,N/A,N<Required,N<Required,N/A,N/A,N<Required,N/A,N<Required
11801,Educational Service District 123,2420,2507,Asotin-Anatone School District,Asotin Elementary,Reading,-7.2,-100,0,,0,,,0,-38.8,-100,-6,No,N<Required,N<Required,N/A,N<Required,No,N/A,N/A,N<Required,N<Required,No,66.8,66.7,,100,,,,,36.7,,56.9,38.4,-200,,,,,,,-12.8,,23.8,TRUE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,N<Required,N<Required,N/A,N<Required,Yes,N/A,N<Required,N<Required,N<Required,Yes
11801,Educational Service District 123,2420,2434,Asotin-Anatone School District,Asotin Jr Sr High,Reading,-8.9,0,,,-20.5,,,0,-26.5,,-4.8,No,N<Required,N/A,N/A,N<Required,No,N/A,N/A,N<Required,N/A,No,67.7,,,,66.7,,,,26.3,,54.3,28.2,,,,-50,,,,4.2,,40.3,TRUE,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,TRUE,Yes,N<Required,N/A,N/A,N<Required,Yes,N/A,N<Required,N<Required,N/A,Yes
17801,Puget Sound Educational Service District 121,17408,3825,Auburn School District,Alpac Elementary School,Reading,-11,,0,-12.9,-10.1,-6.2,0,-6.3,-46.3,-10,-12.6,No,N/A,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No,75,50,,70.6,68,76.7,,,31.6,41.4,67.1,10.9,,,-45.7,11.7,10.2,,,-7.2,23.5,18.5,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,N/A,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,17408,5082,Auburn School District,Arthur Jacobsen Elementary,Reading,-13.6,,,-2,-8.6,-9,0,0,,,-13.2,No,N/A,Yes,N<Required,No,No,N<Required,N<Required,No,No,No,74.1,100,,56.3,53.8,79.2,,,,,66.7,7.4,,,16.9,38.7,-11.5,,,,,11.2,FALSE,FALSE,,FALSE,TRUE,FALSE,,,,,FALSE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,No,N/A,Yes,N<Required,Yes,No,N<Required,N<Required,No,No,No
17801,Puget Sound Educational Service District 121,17408,5037,Auburn School District,Auburn Mountainview High School,Reading,-14.1,,-5.9,-19.7,-25.1,-4.6,0,-2.8,-58.3,-100,-23.6,No,N/A,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No,84.2,100,,53.8,84.2,89.1,,,16.7,41.7,77.2,-19.6,,,8.3,-163.9,15.8,,,6.1,-71.4,-46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,,TRUE,TRUE,,,,,TRUE,No,N/A,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,17408,4474,Auburn School District,Auburn Riverside High School,Reading,-11.9,0,-1.7,-1.7,-14,-6,-22.6,0,-41.1,-50.2,-17.3,No,N<Required,No,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No,83.5,,,84.6,68.8,86.6,,,29.4,,70.3,2.1,,,-41.3,22.5,15.4,,,12.1,26.3,15.2,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,,TRUE,,TRUE,TRUE,,,,,TRUE,No,N<Required,No,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,17408,2795,Auburn School District,Auburn Senior High School,Reading,-19.2,-13.4,0,-7.1,-21.6,-9.9,0,-13.6,-57.4,-53,-25,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No,73.7,61.5,,58.1,59.5,83.3,,,26.7,8,63.1,5.2,-7.1,,8.3,14.4,-1.3,,,-3.4,14.6,8.4,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,FALSE,,FALSE,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,N<Required,No
17801,Puget Sound Educational Service District 121,17408,2394,Auburn School District,Cascade Middle School,Reading,-29.6,0,,,-32.5,-20.6,-26,,-58.1,,-32.4,No,N<Required,No,No,No,No,N<Required,N<Required,No,No,No,52.8,,,,39.6,58.8,,,14.1,,42.4,21.6,,,,19.7,26.1,,,12.3,,27,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,,TRUE,TRUE,TRUE,,,FALSE,TRUE,FALSE,,FALSE,,FALSE,No,N<Required,No,No,No,No,N<Required,No,No,No,No
17801,Puget Sound Educational Service District 121,17408,3439,Auburn School District,Chinook Elementary School,Reading,-6.8,,-2,0,-1.9,0,-50,0,,-2.4,-6.8,No,No,N<Required,N<Required,No,Yes,N<Required,N<Required,No,N<Required,No,74.3,,,,75,,,,,40,70.5,27.5,,,,36.8,,,,,48.3,28.4,TRUE,,FALSE,,TRUE,,FALSE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,Yes,Yes,N<Required,N<Required,Yes,Yes,N<Required,N<Required,Yes,N<Required,Yes
17801,Puget Sound Educational Service District 121,17408,2932,Auburn School District,Dick Scobee Elementary School,Reading,-19.2,-100,0,-19.6,,-7.4,-50,-1.3,-38.3,,-20.9,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,No,No,71.9,,,73.7,,74.7,,,26.1,,66.9,-18.5,,,-132.2,,-3.5,,,-1.5,,-14.4,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,TRUE,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,No,No
17801,Puget Sound Educational Service District 121,17408,3745,Auburn School District,Evergreen Heights Elementary,Reading,-3.7,,,-6.4,0,,-100,0,-16.3,,-3.4,No,N/A,Yes,N<Required,Yes,Yes,N<Required,N<Required,N<Required,No,No,78.1,,,87.5,,,,,19,,72,39.3,,,-200,,,,,22.8,,40.4,TRUE,FALSE,,FALSE,,,FALSE,,FALSE,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,Yes,N/A,Yes,N<Required,Yes,Yes,N<Required,N<Required,N<Required,Yes,Yes
17801,Puget Sound Educational Service District 121,17408,3669,Auburn School District,Gildo Rey Elementary School,Reading,-10.4,-66.7,0,0,-3.8,-2.5,0,0,-37.3,-15.4,-9.9,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,No,No,80.4,100,,,79,90,,,47.1,57.1,76.8,-8.1,,,,5.7,-106.3,,,-41.7,16.7,5.4,FALSE,FALSE,,,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,N<Required,No,No
17801,Puget Sound Educational Service District 121,17408,4347,Auburn School District,Hazelwood Elementary School,Reading,-13.5,0,0,-0.9,-14.5,-6.3,-2.5,0,,-25,-17,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,No,No,85.6,,,82.8,72.5,90,,,,72.2,79.3,-61.5,,,-45,-43.1,-76.8,,,,-90.6,-56.9,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,No,No
17801,Puget Sound Educational Service District 121,17408,4417,Auburn School District,Ilalko Elementary School,Reading,-14.3,-100,0,-61.5,-12.9,-3.7,0,0,,,-19.3,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,No,No,80.6,75,,50,82.6,83.2,,,,,72.4,-27.2,-300,,-23.1,-94.1,1.4,,,,,-23.7,FALSE,FALSE,,FALSE,FALSE,FALSE,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,No,N<Required,N<Required,N<Required,No,No,N<Required,N<Required,No,No,No
17801,Puget Sound Educational Service District 121,17408,4120,Auburn School District,Lake View Elementary School,Reading,-7.1,0,0,,-26.8,,,0,-15.7,-31.7,-16.3,No,N<Required,N<Required,N/A,N<Required,No,N/A,N/A,N<Required,N<Required,No,82.7,,,50,68.2,,,,45.8,58.3,69.6,-10,,,,-76,,,,7.7,-66.2,-32.9,FALSE,,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,No,N<Required,N<Required,N/A,N<Required,No,N/A,N<Required,N<Required,N<Required,No
4801,North Central Educational Service District 171,24111,5272,Brewster School District,Brewster Alternative School,Reading,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17801,Puget Sound Educational Service District 121,17408,5051,Auburn School District,Lakeland Hills Elementary,Reading,-4.2,0,0,0,-6.9,,0,0,-16.3,-20.7,-6.9,No,N<Required,Yes,N<Required,No,Yes,N<Required,N<Required,N<Required,No,No,88.2,,,,72.5,,,,34.8,47.8,78.5,6.3,,,,-4.7,,,,29.7,1.6,-8.6,FALSE,,,,FALSE,,,,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,No,N<Required,Yes,N<Required,No,Yes,N<Required,N<Required,N<Required,No,No
17801,Puget Sound Educational Service District 121,17408,3525,Auburn School District,Lea Hill Elementary School,Reading,-18.8,,-1,-21.8,-2.8,-10.4,-50,0,-46,-25.7,-22.8,No,N/A,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N<Required,No,70.7,100,,43.5,54.5,83.2,,,26.1,25,59,-16.8,,,-4.8,45,-68.6,,,-6.3,11.1,-7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No,N/A,N<Required,N<Required,N<Required,No,N<Required,N<Required,N<Required,N<Required,No
