id,newid,Y2015_ttl,Y2015_white_col,Y2015_man_bus_fin,Y2015_manag,Y2015_busi_fina,Y2015_com_eng_sci,Y2015_comp_math,Y2015_archi_engi,Y2015_lif_phy_socs,Y2015_edu_leg_cs_art,Y2015_com_serv,Y2015_legal,Y2015_educ_tr_lib,Y2015_art_enter_med,Y2015_healthc,Y2015_health_dia_tr,Y2015_health_tech,Y2015_service,Y2015_health_support,Y2015_protect,Y2015_fire_fight,Y2015_cop,Y2015_food_prep,Y2015_grounds_maint,Y2015_pers_care_serv,Y2015_sales_office,Y2015_sales,Y2015_office_admin,Y2015_nat_rec_con_maint,Y2015_farm_fish_forest,Y2015_construction_extraction,Y2015_install_rep_main,Y2015_prod_tran_mov,Y2015_production,Y2015_transportation,Y2015_moving
1500000US530530608002,530608002,383,204,69,69,0,75,48,14,13,60,25,0,0,35,0,0,0,15,15,0,0,0,0,0,0,84,34,50,50,0,35,15,30,0,30,0
1500000US530530608003,530608003,459,166,75,62,13,34,0,34,0,43,0,11,32,0,14,14,0,125,0,64,0,64,56,0,5,88,59,29,39,0,39,0,41,17,13,11
1500000US530530608004,530608004,248,117,0,0,0,17,0,17,0,64,10,13,41,0,36,20,16,28,0,0,0,0,0,0,28,49,0,49,25,0,25,0,29,0,0,0
1500000US530530608005,530608005,447,177,88,78,10,14,14,0,0,13,0,0,13,0,62,48,14,63,17,0,0,0,17,29,0,55,26,29,79,0,16,63,73,45,28,0
1500000US530530608006,530608006,498,265,44,34,10,7,7,0,0,200,13,13,174,0,14,14,0,56,14,0,0,0,17,12,13,80,49,31,64,0,52,12,33,0,19,0
1500000US530530608007,530608007,291,96,65,42,23,8,0,0,8,0,0,0,0,0,23,11,12,31,16,0,0,0,0,0,15,80,37,43,71,0,58,13,13,0,13,0
1500000US530530609031,530609031,433,141,70,53,17,22,0,15,7,35,0,0,35,0,14,5,9,142,0,6,0,6,118,13,5,102,48,54,16,0,6,10,32,11,10,0
1500000US530530609032,530609032,347,161,60,38,22,40,10,30,0,45,9,10,26,0,16,10,6,70,7,3,3,0,15,15,30,83,40,43,0,0,0,0,33,13,11,9
1500000US530530609033,530609033,743,350,138,102,36,45,38,7,0,93,13,32,41,7,74,74,0,126,13,0,0,0,48,5,60,126,30,96,70,0,43,27,71,23,39,9
1500000US530530609041,530609041,451,68,18,18,0,31,31,0,0,19,0,13,6,0,0,0,0,106,15,0,0,0,60,31,0,158,64,94,70,0,70,0,49,15,15,0
1500000US530530609042,530609042,1004,484,188,107,81,122,68,54,0,159,66,17,43,33,15,0,15,224,35,0,0,0,88,64,37,142,67,75,57,0,39,18,97,97,0,0
1500000US530530609043,530609043,681,143,73,73,0,22,22,0,0,37,10,0,14,13,11,0,11,114,36,10,0,10,67,0,1,164,113,51,0,0,0,0,260,103,0,157
1500000US530530609044,530609044,704,208,117,75,42,37,37,0,0,0,0,0,0,0,54,37,17,188,31,0,0,0,15,51,91,239,134,105,41,0,41,0,28,0,0,28
1500000US530530609051,530609051,871,404,170,78,92,14,0,14,0,116,48,0,68,0,104,59,45,121,32,26,26,0,15,14,34,168,94,74,92,0,15,77,86,73,0,13
1500000US530530609052,530609052,348,113,19,19,0,0,0,0,0,66,49,0,0,17,28,9,19,43,0,0,0,0,43,0,0,102,76,26,90,0,44,46,0,0,0,0
1500000US530530609053,530609053,463,236,138,109,29,24,24,0,0,59,0,41,0,18,15,0,15,97,0,0,0,0,33,18,46,74,16,58,0,0,0,0,56,0,56,0
1500000US530530609054,530609054,634,282,199,121,78,0,0,0,0,59,0,31,28,0,24,9,15,153,35,12,12,0,33,38,35,140,16,124,59,0,59,0,0,0,0,0
1500000US530530609055,530609055,585,257,89,49,40,31,31,0,0,71,25,0,46,0,66,48,18,89,0,19,19,0,44,0,26,222,158,64,17,0,0,17,0,0,0,0
1500000US530530609061,530609061,663,270,91,50,41,32,15,10,7,119,33,0,78,8,28,13,15,116,20,13,0,13,60,7,16,129,46,83,68,0,44,24,80,5,56,19
1500000US530530609062,530609062,341,130,19,13,6,15,5,0,10,90,28,10,42,10,6,6,0,42,5,0,0,0,11,5,21,110,53,57,39,0,34,5,20,20,0,0
1500000US530530610011,530610011,480,129,56,38,18,20,20,0,0,19,0,0,0,19,34,19,15,29,0,11,0,11,0,10,8,214,154,60,48,0,25,23,60,43,0,9
1500000US530530610012,530610012,323,172,52,24,28,9,0,9,0,0,0,0,0,0,111,103,8,44,0,8,8,0,12,13,11,89,46,43,8,0,0,8,10,0,0,10
1500000US530530610013,530610013,892,460,141,106,35,81,48,24,9,123,0,50,73,0,115,90,25,140,18,22,10,12,52,29,19,171,111,60,76,0,67,9,45,28,8,9
1500000US530530610021,530610021,638,173,30,0,30,18,7,11,0,73,0,0,49,24,52,52,0,303,88,36,36,0,20,113,46,115,57,58,11,0,11,0,36,12,7,17
1500000US530530610022,530610022,474,102,63,0,63,0,0,0,0,28,13,0,15,0,11,11,0,0,0,0,0,0,0,0,0,241,51,190,106,0,14,92,25,25,0,0
1500000US530530610023,530610023,296,98,66,54,12,0,0,0,0,32,0,5,11,16,0,0,0,55,0,33,33,0,12,10,0,103,38,65,11,0,11,0,29,29,0,0
1500000US530530610024,530610024,241,72,18,0,18,24,9,15,0,30,19,0,11,0,0,0,0,27,0,0,0,0,0,0,27,78,16,62,28,0,28,0,36,24,0,12
1500000US530530611001,530611001,634,177,47,19,28,0,0,0,0,94,15,0,79,0,36,19,17,156,0,0,0,0,72,84,0,285,127,158,16,0,16,0,0,0,0,0
1500000US530530611002,530611002,235,78,15,0,15,32,17,15,0,14,0,0,14,0,17,0,17,77,29,16,0,16,15,0,17,15,0,15,33,0,33,0,32,0,14,18
1500000US530530611003,530611003,177,78,38,16,22,16,16,0,0,24,0,0,24,0,0,0,0,44,0,0,0,0,44,0,0,28,10,18,15,0,0,15,12,12,0,0
1500000US530530611004,530611004,289,98,0,0,0,0,0,0,0,98,16,0,82,0,0,0,0,93,25,0,0,0,42,0,26,35,0,35,17,0,17,0,46,0,46,0
1500000US530530611005,530611005,663,213,98,30,68,12,12,0,0,52,25,15,12,0,51,17,34,76,18,35,13,22,0,0,23,226,53,173,65,0,21,44,83,67,0,16
1500000US530530611006,530611006,818,323,40,40,0,40,40,0,0,167,74,0,93,0,76,25,51,121,53,0,0,0,32,36,0,139,17,122,16,0,16,0,219,110,31,61
1500000US530530611007,530611007,544,251,169,84,85,0,0,0,0,46,0,0,40,6,36,12,24,46,0,0,0,0,30,16,0,106,26,80,43,0,11,32,98,23,30,45
1500000US530530612001,530612001,505,231,70,55,15,39,9,20,10,93,0,0,72,21,29,0,29,108,10,0,0,0,62,36,0,87,17,70,0,0,0,0,79,70,0,9
1500000US530530612002,530612002,419,160,72,40,32,7,7,0,0,60,41,0,19,0,21,10,11,85,0,45,45,0,32,0,8,140,52,88,7,0,0,7,27,6,11,10
1500000US530530612003,530612003,475,166,28,28,0,0,0,0,0,100,39,0,24,37,38,27,11,102,26,7,7,0,41,8,20,56,17,39,36,0,0,36,115,45,63,7
1500000US530530612004,530612004,366,58,30,30,0,0,0,0,0,11,0,0,0,11,17,17,0,27,0,0,0,0,27,0,0,215,110,105,34,0,34,0,32,32,0,0
1500000US530530612005,530612005,329,228,90,57,33,72,46,17,9,66,21,0,45,0,0,0,0,18,0,0,0,0,10,8,0,66,21,45,9,0,9,0,8,0,8,0
1500000US530530612006,530612006,509,273,27,18,9,28,18,0,10,114,20,0,68,26,104,43,61,149,0,0,0,0,117,12,20,55,19,36,24,7,8,9,8,0,8,0
1500000US530530613001,530613001,304,79,42,19,23,17,0,0,17,20,0,0,20,0,0,0,0,90,0,13,13,0,39,15,23,75,47,28,12,0,12,0,48,25,16,7
1500000US530530613002,530613002,390,161,88,19,69,12,0,12,0,54,29,25,0,0,7,7,0,70,0,23,23,0,16,24,7,23,0,23,43,0,43,0,93,67,0,0
1500000US530530613003,530613003,376,83,27,27,0,7,7,0,0,10,10,0,0,0,39,39,0,119,7,14,14,0,47,15,36,86,47,39,28,0,11,17,60,24,0,24
1500000US530530613004,530613004,315,161,45,36,9,58,31,0,27,50,27,0,23,0,8,8,0,86,55,0,0,0,16,8,7,7,0,7,25,0,6,19,36,7,12,17
1500000US530530613005,530613005,372,34,18,12,6,0,0,0,0,0,0,0,0,0,16,6,10,62,25,0,0,0,19,5,13,121,15,106,53,20,11,22,102,7,61,27
1500000US530530613006,530613006,361,145,35,7,28,9,9,0,0,80,10,26,44,0,21,21,0,82,0,0,0,0,16,0,66,57,6,51,32,0,24,8,45,5,40,0
1500000US530530614001,530614001,410,100,15,6,9,22,9,13,0,54,7,0,24,23,9,0,9,148,9,0,0,0,108,6,25,92,22,70,15,0,8,7,55,29,7,19
1500000US530530614002,530614002,221,38,7,7,0,0,0,0,0,23,8,5,10,0,8,0,8,138,0,20,20,0,51,29,38,21,12,9,9,0,0,9,15,0,7,8
1500000US530530614003,530614003,315,137,74,66,8,10,0,10,0,53,21,18,0,14,0,0,0,85,7,0,0,0,20,20,38,43,25,18,6,0,6,0,44,19,25,0
1500000US530530615001,530615001,922,487,187,127,60,81,17,36,28,188,0,0,93,95,31,31,0,206,0,0,0,0,150,0,56,89,80,9,36,0,0,36,104,32,72,0
1500000US530530615002,530615002,750,431,133,45,88,24,0,0,24,187,28,13,81,65,87,13,74,135,17,0,0,0,31,16,71,128,74,54,37,0,0,37,19,0,0,19
1500000US530530615003,530615003,547,178,51,39,12,23,0,0,23,104,14,73,17,0,0,0,0,91,10,0,0,0,45,11,25,133,60,73,63,0,63,0,82,44,12,26
1500000US530530615004,530615004,516,169,69,41,28,0,0,0,0,52,0,23,29,0,48,23,25,121,0,38,38,0,83,0,0,102,46,56,98,49,0,49,26,12,14,0
1500000US530530616011,530616011,772,472,124,104,20,97,28,44,25,178,35,32,82,29,73,51,22,141,17,21,21,0,44,42,17,113,58,55,20,0,10,10,26,7,0,19
1500000US530530616021,530616021,404,220,60,45,15,42,26,13,3,49,18,7,10,14,69,61,8,64,13,8,3,5,31,4,8,56,20,36,37,0,29,8,27,18,9,0
1500000US530530617001,530617001,599,224,60,46,14,39,25,14,0,58,0,0,40,18,67,31,36,159,0,47,47,0,96,8,8,82,39,43,10,0,10,0,124,75,13,36
1500000US530530617002,530617002,459,95,6,0,6,9,0,9,0,53,46,0,0,7,27,27,0,51,0,10,10,0,17,8,16,52,0,52,26,0,0,26,235,155,0,80
1500000US530530617003,530617003,281,131,59,37,22,10,10,0,0,48,0,7,18,23,14,14,0,63,18,0,0,0,6,0,39,64,57,7,23,0,23,0,0,0,0,0
1500000US530530617004,530617004,294,69,7,7,0,54,54,0,0,8,0,8,0,0,0,0,0,51,0,0,0,0,31,14,6,29,0,29,117,13,70,34,28,15,13,0
1500000US530530617005,530617005,412,114,31,31,0,0,0,0,0,83,11,14,51,7,0,0,0,107,0,8,0,8,73,26,0,74,36,38,21,0,0,21,96,21,55,20
1500000US530530618001,530618001,325,122,81,71,10,0,0,0,0,41,37,0,4,0,0,0,0,70,6,15,15,0,9,7,33,72,38,34,15,0,4,11,46,25,15,6
1500000US530530618002,530618002,551,101,22,15,7,36,36,0,0,38,0,8,22,8,5,0,5,131,5,15,15,0,23,4,84,103,28,75,14,0,0,14,202,94,57,51
1500000US530530618003,530618003,264,62,13,13,0,0,0,0,0,49,14,28,0,7,0,0,0,37,0,0,0,0,0,0,37,82,55,27,0,0,0,0,83,27,21,35
1500000US530530619001,530619001,306,68,9,4,5,15,0,9,6,44,15,0,20,9,0,0,0,77,7,0,0,0,32,5,33,66,38,28,48,0,48,0,47,19,10,0
1500000US530530619002,530619002,352,143,97,89,8,0,0,0,0,25,9,0,10,6,21,0,21,57,12,5,5,0,17,23,0,99,46,53,4,0,4,0,49,0,18,26
1500000US530530620001,530620001,394,66,30,7,23,16,16,0,0,20,20,0,0,0,0,0,0,94,0,11,0,11,19,64,0,83,9,74,86,0,9,77,65,33,17,7
1500000US530530620002,530620002,423,95,46,31,15,4,0,4,0,43,10,0,30,3,2,0,2,140,17,10,10,0,51,49,13,99,27,72,8,4,4,0,81,38,29,5
1500000US530530620003,530620003,445,127,30,7,23,20,9,11,0,71,21,0,44,6,6,6,0,76,0,7,7,0,24,36,9,104,8,96,24,0,0,24,114,71,14,29
1500000US530530620004,530620004,607,165,97,77,20,8,8,0,0,26,7,0,19,0,34,8,26,87,8,7,0,7,30,28,14,215,54,161,76,0,26,50,64,17,38,9
1500000US530530623001,530623001,612,210,108,84,24,27,14,13,0,74,13,28,12,21,1,0,1,211,26,4,4,0,60,20,101,93,5,88,62,0,44,18,36,13,10,6
1500000US530530623002,530623002,519,77,15,15,0,0,0,0,0,62,2,0,27,33,0,0,0,194,12,0,0,0,31,123,28,60,17,43,75,20,49,6,113,7,58,48
1500000US530530623003,530623003,615,162,91,84,7,24,16,8,0,47,15,0,13,19,0,0,0,141,0,52,14,38,17,0,72,106,13,93,21,0,16,5,185,100,57,28
1500000US530530623004,530623004,486,93,10,10,0,0,0,0,0,75,33,0,42,0,8,0,8,109,15,0,0,0,0,45,49,156,124,32,85,0,32,53,43,13,19,11
1500000US530530624001,530624001,716,176,162,119,43,0,0,0,0,14,0,0,0,14,0,0,0,272,0,0,0,0,173,9,90,82,41,41,55,0,55,0,131,27,19,59
1500000US530530624002,530624002,431,98,51,40,11,0,0,0,0,34,0,0,0,34,13,13,0,81,0,42,42,0,0,0,39,179,39,140,0,0,0,0,73,54,19,0
1500000US530530624003,530624003,609,179,122,110,12,15,0,15,0,42,0,0,42,0,0,0,0,126,0,61,12,49,50,0,15,124,51,73,87,0,67,20,93,0,93,0
1500000US530530624004,530624004,536,180,44,0,44,82,82,0,0,48,0,18,30,0,6,0,6,134,0,0,0,0,21,43,70,137,46,91,85,0,0,85,0,0,0,0
1500000US530530624005,530624005,336,40,12,12,0,0,0,0,0,11,0,0,11,0,17,17,0,82,0,0,0,0,39,0,43,102,54,48,112,15,97,0,0,0,0,0
1500000US530530625001,530625001,541,111,77,10,67,0,0,0,0,34,0,0,34,0,0,0,0,99,31,0,0,0,0,46,22,182,68,114,59,0,11,48,90,33,38,19
1500000US530530625002,530625002,646,43,0,0,0,11,11,0,0,28,13,15,0,0,4,0,4,210,82,11,11,0,0,95,22,259,157,102,88,0,88,0,46,0,46,0
1500000US530530625003,530625003,203,108,43,43,0,0,0,0,0,20,0,0,17,3,45,45,0,56,0,0,0,0,28,0,28,0,0,0,18,2,16,0,21,21,0,0
1500000US530530625004,530625004,475,60,27,0,27,0,0,0,0,11,0,0,11,0,22,0,22,104,0,0,0,0,61,43,0,152,107,45,100,0,51,49,59,40,19,0
1500000US530530625005,530625005,912,126,67,14,53,0,0,0,0,59,0,47,0,12,0,0,0,238,63,0,0,0,48,0,127,399,114,285,45,0,33,12,104,50,42,0
1500000US530530625006,530625006,463,108,31,31,0,0,0,0,0,55,10,0,45,0,22,11,11,123,19,61,61,0,37,6,0,147,124,23,0,0,0,0,85,63,22,0
1500000US530530625007,530625007,516,160,93,93,0,11,11,0,0,31,16,0,15,0,25,0,25,221,26,57,0,57,98,0,40,40,22,18,46,0,46,0,49,0,22,27
1500000US530530626001,530626001,571,146,52,39,13,0,0,0,0,71,7,10,46,8,23,12,11,137,14,9,9,0,43,29,42,135,8,127,92,0,72,20,61,25,20,16
1500000US530530626002,530626002,1038,248,126,79,47,0,0,0,0,80,14,10,56,0,42,0,42,238,16,8,0,8,102,86,26,320,159,161,70,0,32,38,162,55,82,25
1500000US530530628011,530628011,589,143,33,33,0,0,0,0,0,60,0,0,60,0,50,0,50,162,60,0,0,0,20,30,52,179,114,65,105,0,105,0,0,0,0,0
1500000US530530628012,530628012,992,156,112,83,29,0,0,0,0,24,0,0,24,0,20,20,0,482,49,0,0,0,245,67,121,151,89,62,121,28,70,23,82,50,10,22
1500000US530530628013,530628013,833,361,175,153,22,49,37,0,12,113,40,0,73,0,24,0,24,141,0,0,0,0,32,62,47,233,94,139,0,0,0,0,98,34,7,57
1500000US530530628014,530628014,630,212,21,21,0,36,36,0,0,77,48,13,16,0,78,66,12,181,52,0,0,0,85,0,44,168,53,115,42,0,42,0,27,15,0,12
1500000US530530628021,530628021,876,288,140,68,72,10,0,0,10,68,16,18,24,10,70,36,34,263,10,87,79,8,77,33,56,189,110,79,54,0,47,7,82,13,13,56
1500000US530530628022,530628022,612,68,8,0,8,6,0,6,0,35,0,24,11,0,19,19,0,240,18,0,0,0,105,44,73,76,38,38,135,0,51,84,93,0,22,35
1500000US530530628023,530628023,419,122,56,16,40,5,0,5,0,27,21,0,6,0,34,34,0,98,43,30,8,22,7,8,10,88,63,25,70,0,12,58,41,21,0,20
1500000US530530629001,530629001,1301,287,132,50,82,24,13,11,0,82,9,10,63,0,49,9,40,459,91,40,0,40,37,172,119,315,166,149,148,0,86,62,92,45,0,0
1500000US530530629002,530629002,667,110,86,17,69,0,0,0,0,6,0,0,6,0,18,18,0,213,0,94,49,45,13,93,13,232,59,173,25,0,25,0,87,25,0,62
1500000US530530629003,530629003,403,111,36,15,21,54,40,14,0,13,0,0,13,0,8,0,8,74,41,0,0,0,15,18,0,79,47,32,68,1,67,0,71,40,17,14
1500000US530530629004,530629004,434,90,14,14,0,0,0,0,0,76,0,0,58,18,0,0,0,182,17,0,0,0,0,68,97,37,0,37,38,0,25,13,87,40,23,24
1500000US530530629005,530629005,341,46,28,28,0,6,0,0,6,12,0,0,0,12,0,0,0,150,51,0,0,0,62,0,37,31,0,31,53,0,53,0,61,61,0,0
1500000US530530629006,530629006,361,42,17,8,9,0,0,0,0,0,0,0,0,0,25,25,0,122,19,0,0,0,24,27,52,24,24,0,64,0,0,64,109,25,28,56
1500000US530530630001,530630001,665,136,93,46,47,25,0,25,0,18,0,0,8,10,0,0,0,201,7,12,0,12,76,30,76,138,41,97,39,0,29,10,151,67,60,24
1500000US530530630002,530630002,917,143,39,20,19,0,0,0,0,62,0,0,62,0,42,0,42,156,26,60,60,0,62,0,8,260,58,202,187,9,130,48,171,82,8,81
1500000US530530631001,530631001,464,137,81,51,30,37,24,0,13,19,0,0,19,0,0,0,0,166,38,10,10,0,40,45,33,105,57,48,19,0,10,9,37,29,0,8
1500000US530530631002,530631002,449,69,42,24,18,8,8,0,0,19,0,0,19,0,0,0,0,132,19,22,0,22,51,0,40,142,51,91,57,0,0,57,49,27,22,0
1500000US530530631003,530631003,361,110,51,36,15,8,8,0,0,38,0,0,8,30,13,0,13,90,24,16,0,16,7,4,39,21,0,21,92,0,51,41,48,37,11,0
1500000US530530631004,530631004,475,117,27,19,8,27,0,27,0,56,0,0,56,0,7,7,0,126,8,12,12,0,77,9,20,114,58,56,39,0,30,9,79,9,70,0
1500000US530530632001,530632001,514,149,68,49,19,20,20,0,0,39,0,0,27,12,22,10,12,102,31,0,0,0,16,32,23,107,43,64,40,0,20,20,116,11,40,65
1500000US530530632002,530632002,836,162,43,26,17,0,0,0,0,52,26,0,0,26,67,0,67,251,6,82,82,0,133,23,7,197,58,139,132,0,88,44,94,28,53,13
1500000US530530632003,530632003,305,38,31,21,10,7,7,0,0,0,0,0,0,0,0,0,0,77,6,13,13,0,14,0,44,143,19,124,29,0,12,17,18,12,0,6
1500000US530530632004,530632004,377,143,33,13,20,55,46,0,9,55,28,10,7,10,0,0,0,56,0,10,10,0,29,17,0,89,40,49,58,0,47,11,31,13,7,11
1500000US530530632005,530632005,272,23,11,0,11,0,0,0,0,12,0,0,12,0,0,0,0,87,18,9,0,9,0,34,26,64,15,49,84,0,51,33,14,14,0,0
1500000US530530633001,530633001,812,112,8,8,0,0,0,0,0,77,21,0,56,0,27,9,18,275,24,0,0,0,46,171,34,98,11,87,248,72,65,111,79,10,0,69
1500000US530530633002,530633002,976,227,54,41,13,37,17,20,0,108,39,0,31,38,28,0,28,205,0,0,0,0,114,29,62,198,43,155,177,21,156,0,169,41,23,57
1500000US530530633003,530633003,630,137,0,0,0,0,0,0,0,120,17,0,103,0,17,0,17,233,49,47,47,0,74,45,18,98,22,76,30,0,30,0,132,98,34,0
1500000US530530633004,530633004,593,182,0,0,0,17,0,17,0,165,68,0,45,52,0,0,0,208,18,0,0,0,52,107,31,35,9,26,14,0,14,0,154,124,13,0
1500000US530530633005,530633005,455,32,10,10,0,18,0,18,0,4,0,0,4,0,0,0,0,115,11,18,18,0,13,31,42,180,88,92,76,0,15,61,52,40,0,12
1500000US530530634001,530634001,336,126,14,14,0,21,21,0,0,19,0,0,19,0,72,39,33,69,0,13,0,13,21,0,35,115,12,103,0,0,0,0,26,6,15,0
1500000US530530634002,530634002,934,278,22,0,22,49,49,0,0,172,48,0,76,48,35,20,15,177,12,0,0,0,117,27,21,193,20,173,109,0,54,55,177,72,78,27
1500000US530530634003,530634003,327,52,10,10,0,0,0,0,0,30,0,0,30,0,12,0,12,47,0,0,0,0,0,9,38,126,66,60,33,18,0,15,69,54,0,15
1500000US530530634004,530634004,262,65,0,0,0,0,0,0,0,65,13,0,52,0,0,0,0,49,38,0,0,0,0,11,0,103,49,54,17,0,17,0,28,17,0,11
1500000US530530634005,530634005,296,51,18,18,0,0,0,0,0,18,18,0,0,0,15,0,15,121,17,28,15,13,0,44,32,18,18,0,12,0,12,0,94,27,49,18
1500000US530530634006,530634006,490,130,59,12,47,55,19,20,16,16,16,0,0,0,0,0,0,118,0,0,0,0,35,34,49,116,85,31,70,0,49,21,56,42,14,0
1500000US530530635011,530635011,349,85,36,28,8,32,0,32,0,11,0,11,0,0,6,0,6,130,59,9,9,0,9,44,9,62,42,20,43,0,33,10,29,0,8,21
1500000US530530635012,530635012,451,101,41,30,11,8,8,0,0,43,12,0,31,0,9,9,0,124,0,0,0,0,34,55,35,174,67,107,32,0,0,32,20,20,0,0
1500000US530530635013,530635013,430,120,37,24,13,32,7,7,18,21,0,10,11,0,30,10,20,73,20,8,0,8,0,17,28,133,26,107,0,0,0,0,104,32,30,42
1500000US530530635014,530635014,688,65,17,9,8,5,0,5,0,24,0,0,19,5,19,0,19,331,96,0,0,0,31,105,99,168,90,78,85,0,85,0,39,35,4,0
1500000US530530635021,530635021,560,197,58,48,10,0,0,0,0,38,38,0,0,0,101,70,31,163,5,0,0,0,57,0,101,91,49,42,80,14,47,19,29,0,19,0
1500000US530530635022,530635022,1056,251,47,10,37,21,0,21,0,128,59,0,47,22,55,33,22,243,14,7,7,0,55,43,124,255,64,191,66,0,28,38,241,70,59,67
1500000US530530635023,530635023,734,86,57,44,13,0,0,0,0,7,7,0,0,0,22,7,15,232,48,44,10,34,62,35,43,253,75,178,56,0,10,46,107,23,75,0
1500000US530530701001,530701001,340,97,41,10,31,2,1,0,1,49,0,0,0,49,5,1,4,57,13,12,12,0,2,25,5,86,44,42,69,52,17,0,31,17,8,6
1500000US530530701002,530701002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US530530701003,530701003,810,273,151,139,12,32,23,9,0,57,19,0,38,0,33,9,24,146,0,23,23,0,76,0,47,170,122,48,127,0,41,86,94,21,63,0
1500000US530530701004,530701004,750,232,119,40,79,33,9,0,24,80,0,0,57,23,0,0,0,146,20,17,17,0,67,13,29,172,20,152,91,0,27,64,109,60,49,0
1500000US530530702031,530702031,1365,578,309,264,45,41,18,23,0,140,65,0,56,19,88,79,9,178,12,61,0,61,9,47,49,355,241,114,155,17,41,97,99,64,26,0
1500000US530530702032,530702032,1342,269,120,69,51,62,18,44,0,62,0,0,46,16,25,25,0,217,81,26,11,15,57,39,14,421,124,297,170,0,86,84,265,127,76,39
1500000US530530702033,530702033,305,90,79,28,51,0,0,0,0,0,0,0,0,0,11,11,0,17,0,6,6,0,0,11,0,81,0,81,66,0,58,8,51,51,0,0
1500000US530530702041,530702041,634,157,56,56,0,30,0,11,19,39,9,0,30,0,32,17,15,71,47,0,0,0,8,16,0,126,26,100,135,0,89,46,145,57,67,21
1500000US530530702042,530702042,1107,212,89,35,54,49,34,8,7,51,0,0,51,0,23,23,0,153,14,10,10,0,60,19,50,318,75,243,236,0,164,72,188,66,46,76
1500000US530530702051,530702051,1152,282,73,58,15,73,28,34,11,127,17,0,53,57,9,9,0,226,0,40,0,40,44,31,111,255,27,228,248,0,126,122,141,76,46,19
1500000US530530702052,530702052,493,76,65,47,18,0,0,0,0,0,0,0,0,0,11,11,0,72,25,0,0,0,8,5,34,175,65,110,86,20,38,28,84,6,52,25
1500000US530530702061,530702061,821,227,115,100,15,15,9,6,0,77,24,0,46,7,20,17,3,125,20,18,4,14,22,28,37,285,133,152,99,8,69,22,85,24,35,26
1500000US530530702062,530702062,669,214,124,78,46,45,9,16,20,26,9,0,17,0,19,2,17,71,38,1,1,0,6,14,12,174,41,133,137,0,50,87,73,27,16,30
1500000US530530702063,530702063,443,145,48,48,0,49,41,8,0,23,0,0,19,4,25,14,11,51,7,9,9,0,16,16,3,125,58,67,43,6,23,14,79,27,50,2
1500000US530530702071,530702071,522,138,82,52,30,7,7,0,0,49,21,0,28,0,0,0,0,75,12,0,0,0,28,35,0,83,26,57,116,0,25,91,110,12,55,43
1500000US530530702072,530702072,624,266,120,77,43,47,36,0,11,88,0,0,88,0,11,11,0,123,35,20,20,0,17,30,21,110,30,80,58,0,16,42,67,25,24,18
1500000US530530702073,530702073,344,94,34,28,6,6,0,6,0,54,21,0,33,0,0,0,0,100,16,28,28,0,30,15,11,85,17,68,17,0,10,7,48,48,0,0
1500000US530530702074,530702074,678,153,77,45,32,8,0,8,0,38,16,0,22,0,30,30,0,137,0,0,0,0,74,8,55,171,59,112,113,0,99,14,104,68,36,0
1500000US530530703071,530703071,439,163,85,76,9,9,0,9,0,57,25,0,32,0,12,0,12,42,0,42,15,27,0,0,0,145,69,76,43,0,28,15,46,41,5,0
1500000US530530703072,530703072,850,472,266,235,31,54,38,16,0,126,23,25,43,35,26,19,7,77,0,39,29,10,19,8,11,158,129,29,39,0,39,0,104,29,61,14
1500000US530530703073,530703073,1245,549,303,269,34,58,38,20,0,131,11,0,104,16,57,40,17,146,0,32,0,32,84,12,18,289,182,107,90,0,42,48,171,69,58,20
1500000US530530703081,530703081,902,321,145,94,51,50,22,14,14,108,10,10,78,10,18,0,18,117,20,18,0,18,34,23,22,249,113,136,129,1,31,97,86,39,35,12
1500000US530530703082,530703082,904,266,104,70,34,62,9,46,7,89,12,12,54,11,11,11,0,117,32,0,0,0,31,0,54,178,74,104,144,0,88,56,199,63,86,40
1500000US530530703091,530703091,676,207,161,107,54,14,14,0,0,32,0,0,32,0,0,0,0,80,0,38,38,0,13,17,12,269,147,122,63,32,13,18,57,33,24,0
1500000US530530703092,530703092,1009,402,114,65,49,43,9,34,0,169,27,0,92,50,76,32,44,67,17,0,0,0,18,16,16,290,147,143,169,0,40,129,81,13,51,17
1500000US530530703093,530703093,821,217,48,38,10,78,0,78,0,31,16,0,0,15,60,46,14,138,11,0,0,0,75,25,27,130,62,68,138,0,119,19,198,69,92,37
1500000US530530703101,530703101,972,244,117,64,53,12,12,0,0,86,0,11,50,25,29,22,7,160,14,12,12,0,16,32,86,329,168,161,88,0,41,47,151,67,39,45
1500000US530530703102,530703102,485,130,53,31,22,0,0,0,0,77,0,0,31,46,0,0,0,30,12,0,0,0,9,9,0,153,30,123,63,0,63,0,109,33,48,28
1500000US530530703103,530703103,875,297,126,100,26,44,20,24,0,96,17,0,79,0,31,26,5,127,6,34,7,27,35,30,22,233,121,112,84,0,27,57,134,76,34,24
1500000US530530703104,530703104,273,47,5,0,5,15,15,0,0,0,0,0,0,0,27,0,27,67,30,27,27,0,0,10,0,67,13,54,42,26,16,0,50,0,50,0
