est_ttl,est_ttl_ml_sub5,est_ttl_ml_sub10,est_ttl_ml_sub15,est_ttl_fl_sub5,est_ttl_fl_sub10,est_ttl_fl_sub15,id,Geographic Area Name,elem,mdl
2002,81,83,99,63,68,83,1500000US530530713073,"Block Group 3, Census Tract 713.07, Pierce County, Washington",151,182
1560,61,66,13,43,41,46,1500000US530530713091,"Block Group 1, Census Tract 713.09, Pierce County, Washington",107,59
1460,34,55,78,57,9,42,1500000US530530713092,"Block Group 2, Census Tract 713.09, Pierce County, Washington",64,120
1211,85,54,0,51,50,46,1500000US530530713093,"Block Group 3, Census Tract 713.09, Pierce County, Washington",104,46
2184,107,124,46,112,47,66,1500000US530530713101,"Block Group 1, Census Tract 713.10, Pierce County, Washington",171,112
2846,105,101,129,83,102,129,1500000US530530713102,"Block Group 2, Census Tract 713.10, Pierce County, Washington",203,258
1355,25,8,36,0,18,0,1500000US530530714031,"Block Group 1, Census Tract 714.03, Pierce County, Washington",26,36
855,46,18,5,14,0,28,1500000US530530714032,"Block Group 2, Census Tract 714.03, Pierce County, Washington",18,33
1665,166,15,48,97,95,43,1500000US530530714033,"Block Group 3, Census Tract 714.03, Pierce County, Washington",110,91
3339,237,145,151,136,118,169,1500000US530530714061,"Block Group 1, Census Tract 714.06, Pierce County, Washington",263,320
1357,96,0,2,0,0,15,1500000US530530714062,"Block Group 2, Census Tract 714.06, Pierce County, Washington",0,17
585,14,15,27,7,18,24,1500000US530530714063,"Block Group 3, Census Tract 714.06, Pierce County, Washington",33,51
1925,74,114,142,15,31,54,1500000US530530714064,"Block Group 4, Census Tract 714.06, Pierce County, Washington",145,196
1459,127,71,0,61,80,47,1500000US530530714071,"Block Group 1, Census Tract 714.07, Pierce County, Washington",151,47
1422,17,28,28,11,29,15,1500000US530530714072,"Block Group 2, Census Tract 714.07, Pierce County, Washington",57,43
1848,66,37,77,131,37,18,1500000US530530714073,"Block Group 3, Census Tract 714.07, Pierce County, Washington",74,95
2073,99,112,97,85,116,102,1500000US530530714074,"Block Group 4, Census Tract 714.07, Pierce County, Washington",228,199
1889,35,64,60,37,48,21,1500000US530530714081,"Block Group 1, Census Tract 714.08, Pierce County, Washington",112,81
1182,11,87,24,39,21,14,1500000US530530714082,"Block Group 2, Census Tract 714.08, Pierce County, Washington",108,38
834,17,29,67,26,50,51,1500000US530530714083,"Block Group 3, Census Tract 714.08, Pierce County, Washington",79,118
1206,13,37,33,28,52,132,1500000US530530714091,"Block Group 1, Census Tract 714.09, Pierce County, Washington",89,165
853,61,120,27,28,15,9,1500000US530530714092,"Block Group 2, Census Tract 714.09, Pierce County, Washington",135,36
1596,83,56,52,65,147,70,1500000US530530714093,"Block Group 3, Census Tract 714.09, Pierce County, Washington",203,122
982,76,94,61,50,38,42,1500000US530530714094,"Block Group 4, Census Tract 714.09, Pierce County, Washington",132,103
1524,60,174,10,0,24,33,1500000US530530714101,"Block Group 1, Census Tract 714.10, Pierce County, Washington",198,43
1589,35,159,144,71,85,19,1500000US530530714102,"Block Group 2, Census Tract 714.10, Pierce County, Washington",244,163
2043,78,104,69,12,67,47,1500000US530530714103,"Block Group 3, Census Tract 714.10, Pierce County, Washington",171,116
1711,125,52,38,101,53,33,1500000US530530714104,"Block Group 4, Census Tract 714.10, Pierce County, Washington",105,71
2591,105,113,198,111,192,150,1500000US530530714111,"Block Group 1, Census Tract 714.11, Pierce County, Washington",305,348
925,54,33,0,86,44,42,1500000US530530714112,"Block Group 2, Census Tract 714.11, Pierce County, Washington",77,42
1623,99,80,36,41,42,95,1500000US530530714113,"Block Group 3, Census Tract 714.11, Pierce County, Washington",122,131
1706,17,109,0,37,34,14,1500000US530530715031,"Block Group 1, Census Tract 715.03, Pierce County, Washington",143,14
1816,47,77,177,71,24,133,1500000US530530715032,"Block Group 2, Census Tract 715.03, Pierce County, Washington",101,310
595,0,0,12,20,0,0,1500000US530530715033,"Block Group 3, Census Tract 715.03, Pierce County, Washington",0,12
1295,0,51,55,0,26,8,1500000US530530715034,"Block Group 4, Census Tract 715.03, Pierce County, Washington",77,63
1679,77,62,73,48,41,25,1500000US530530715041,"Block Group 1, Census Tract 715.04, Pierce County, Washington",103,98
2262,16,0,7,14,13,55,1500000US530530715042,"Block Group 2, Census Tract 715.04, Pierce County, Washington",13,62
919,8,0,32,33,33,0,1500000US530530715043,"Block Group 3, Census Tract 715.04, Pierce County, Washington",33,32
800,0,0,17,20,19,49,1500000US530530715044,"Block Group 4, Census Tract 715.04, Pierce County, Washington",19,66
1782,73,81,77,58,35,77,1500000US530530715051,"Block Group 1, Census Tract 715.05, Pierce County, Washington",116,154
871,39,13,9,34,11,91,1500000US530530715052,"Block Group 2, Census Tract 715.05, Pierce County, Washington",24,100
1034,0,0,22,29,56,16,1500000US530530715053,"Block Group 3, Census Tract 715.05, Pierce County, Washington",56,38
1453,7,37,36,22,23,27,1500000US530530715054,"Block Group 4, Census Tract 715.05, Pierce County, Washington",60,63
1093,25,4,29,0,5,59,1500000US530530715061,"Block Group 1, Census Tract 715.06, Pierce County, Washington",9,88
2153,64,83,56,17,56,78,1500000US530530715062,"Block Group 2, Census Tract 715.06, Pierce County, Washington",139,134
1756,14,22,17,46,104,188,1500000US530530715063,"Block Group 3, Census Tract 715.06, Pierce County, Washington",126,205
3096,119,171,125,155,59,97,1500000US530530716011,"Block Group 1, Census Tract 716.01, Pierce County, Washington",230,222
1700,6,52,86,14,21,132,1500000US530530716012,"Block Group 2, Census Tract 716.01, Pierce County, Washington",73,218
2071,62,197,141,43,39,77,1500000US530530716021,"Block Group 1, Census Tract 716.02, Pierce County, Washington",236,218
1632,0,32,22,123,8,43,1500000US530530716022,"Block Group 2, Census Tract 716.02, Pierce County, Washington",40,65
1935,23,74,59,91,24,140,1500000US530530716023,"Block Group 3, Census Tract 716.02, Pierce County, Washington",98,199
895,71,7,0,79,39,0,1500000US530530716024,"Block Group 4, Census Tract 716.02, Pierce County, Washington",46,0
2132,176,86,58,86,46,76,1500000US530530717031,"Block Group 1, Census Tract 717.03, Pierce County, Washington",132,134
1374,41,35,46,60,10,11,1500000US530530717032,"Block Group 2, Census Tract 717.03, Pierce County, Washington",45,57
2842,330,128,129,305,106,63,1500000US530530717041,"Block Group 1, Census Tract 717.04, Pierce County, Washington",234,192
1417,100,109,10,166,109,54,1500000US530530717042,"Block Group 2, Census Tract 717.04, Pierce County, Washington",218,64
786,104,33,45,47,43,0,1500000US530530717043,"Block Group 3, Census Tract 717.04, Pierce County, Washington",76,45
1511,137,46,94,14,51,51,1500000US530530717051,"Block Group 1, Census Tract 717.05, Pierce County, Washington",97,145
1314,27,37,42,31,79,69,1500000US530530717052,"Block Group 2, Census Tract 717.05, Pierce County, Washington",116,111
1274,98,60,23,24,59,83,1500000US530530717053,"Block Group 3, Census Tract 717.05, Pierce County, Washington",119,106
1821,55,91,59,12,72,42,1500000US530530717061,"Block Group 1, Census Tract 717.06, Pierce County, Washington",163,101
813,22,25,21,8,9,9,1500000US530530717071,"Block Group 1, Census Tract 717.07, Pierce County, Washington",34,30
898,89,43,0,24,37,31,1500000US530530717072,"Block Group 2, Census Tract 717.07, Pierce County, Washington",80,31
1102,45,8,58,11,68,27,1500000US530530717073,"Block Group 3, Census Tract 717.07, Pierce County, Washington",76,85
1437,14,78,0,65,14,98,1500000US530530718031,"Block Group 1, Census Tract 718.03, Pierce County, Washington",92,98
2410,113,0,64,0,71,202,1500000US530530718032,"Block Group 2, Census Tract 718.03, Pierce County, Washington",71,266
737,10,12,9,52,62,0,1500000US530530718033,"Block Group 3, Census Tract 718.03, Pierce County, Washington",74,9
823,0,0,45,46,45,44,1500000US530530718034,"Block Group 4, Census Tract 718.03, Pierce County, Washington",45,89
823,4,4,0,60,32,22,1500000US530530718051,"Block Group 1, Census Tract 718.05, Pierce County, Washington",36,22
1367,47,40,24,108,132,9,1500000US530530718052,"Block Group 2, Census Tract 718.05, Pierce County, Washington",172,33
1915,68,180,0,112,0,9,1500000US530530718053,"Block Group 3, Census Tract 718.05, Pierce County, Washington",180,9
2535,98,89,56,213,125,85,1500000US530530718061,"Block Group 1, Census Tract 718.06, Pierce County, Washington",214,141
1582,68,21,0,49,103,41,1500000US530530718062,"Block Group 2, Census Tract 718.06, Pierce County, Washington",124,41
2050,156,76,48,65,52,34,1500000US530530718071,"Block Group 1, Census Tract 718.07, Pierce County, Washington",128,82
1547,33,52,52,66,14,65,1500000US530530718072,"Block Group 2, Census Tract 718.07, Pierce County, Washington",66,117
1528,150,0,28,119,57,58,1500000US530530718081,"Block Group 1, Census Tract 718.08, Pierce County, Washington",57,86
1540,20,23,0,0,0,12,1500000US530530718082,"Block Group 2, Census Tract 718.08, Pierce County, Washington",23,12
641,45,56,0,60,0,22,1500000US530530718083,"Block Group 3, Census Tract 718.08, Pierce County, Washington",56,22
1799,100,79,58,140,90,26,1500000US530530719011,"Block Group 1, Census Tract 719.01, Pierce County, Washington",169,84
643,0,0,14,17,0,0,1500000US530530719012,"Block Group 2, Census Tract 719.01, Pierce County, Washington",0,14
1039,0,23,22,24,12,12,1500000US530530719013,"Block Group 3, Census Tract 719.01, Pierce County, Washington",35,34
1269,30,29,56,16,15,17,1500000US530530719014,"Block Group 4, Census Tract 719.01, Pierce County, Washington",44,73
1408,29,78,64,50,41,0,1500000US530530719021,"Block Group 1, Census Tract 719.02, Pierce County, Washington",119,64
936,33,0,0,41,12,23,1500000US530530719022,"Block Group 2, Census Tract 719.02, Pierce County, Washington",12,23
1000,0,0,10,14,12,11,1500000US530530719023,"Block Group 3, Census Tract 719.02, Pierce County, Washington",12,21
632,0,42,0,0,29,0,1500000US530530719024,"Block Group 4, Census Tract 719.02, Pierce County, Washington",71,0
1022,0,21,10,0,11,9,1500000US530530719025,"Block Group 5, Census Tract 719.02, Pierce County, Washington",32,19
1248,16,55,187,57,0,107,1500000US530530720001,"Block Group 1, Census Tract 720, Pierce County, Washington",55,294
1596,26,97,103,81,81,75,1500000US530530720002,"Block Group 2, Census Tract 720, Pierce County, Washington",178,178
1013,119,0,34,30,77,0,1500000US530530720003,"Block Group 3, Census Tract 720, Pierce County, Washington",77,34
778,55,0,32,46,49,0,1500000US530530720004,"Block Group 4, Census Tract 720, Pierce County, Washington",49,32
1204,25,12,26,0,30,32,1500000US530530721051,"Block Group 1, Census Tract 721.05, Pierce County, Washington",42,58
1919,130,44,37,146,71,23,1500000US530530721052,"Block Group 2, Census Tract 721.05, Pierce County, Washington",115,60
984,0,0,0,0,0,0,1500000US530530721053,"Block Group 3, Census Tract 721.05, Pierce County, Washington",0,0
1511,0,6,50,9,12,18,1500000US530530721054,"Block Group 4, Census Tract 721.05, Pierce County, Washington",18,68
696,16,0,0,0,0,0,1500000US530530721061,"Block Group 1, Census Tract 721.06, Pierce County, Washington",0,0
1898,0,53,98,29,0,50,1500000US530530721062,"Block Group 2, Census Tract 721.06, Pierce County, Washington",53,148
2422,117,149,57,91,10,3,1500000US530530721063,"Block Group 3, Census Tract 721.06, Pierce County, Washington",159,60
1389,16,38,0,31,64,28,1500000US530530721064,"Block Group 4, Census Tract 721.06, Pierce County, Washington",102,28
1242,24,44,22,48,40,53,1500000US530530721071,"Block Group 1, Census Tract 721.07, Pierce County, Washington",84,75
1298,0,26,10,23,38,14,1500000US530530721072,"Block Group 2, Census Tract 721.07, Pierce County, Washington",64,24
1042,55,30,66,0,53,20,1500000US530530721073,"Block Group 3, Census Tract 721.07, Pierce County, Washington",83,86
630,18,58,0,9,9,36,1500000US530530721074,"Block Group 4, Census Tract 721.07, Pierce County, Washington",67,36
697,35,39,0,11,0,13,1500000US530530721081,"Block Group 1, Census Tract 721.08, Pierce County, Washington",39,13
951,0,16,26,0,62,8,1500000US530530721082,"Block Group 2, Census Tract 721.08, Pierce County, Washington",78,34
517,13,17,11,15,10,36,1500000US530530721083,"Block Group 3, Census Tract 721.08, Pierce County, Washington",27,47
2290,35,125,96,57,136,260,1500000US530530721084,"Block Group 4, Census Tract 721.08, Pierce County, Washington",261,356
1214,0,29,16,13,31,76,1500000US530530721085,"Block Group 5, Census Tract 721.08, Pierce County, Washington",60,92
1590,38,69,24,82,45,10,1500000US530530721091,"Block Group 1, Census Tract 721.09, Pierce County, Washington",114,34
2007,38,64,18,45,33,16,1500000US530530721092,"Block Group 2, Census Tract 721.09, Pierce County, Washington",97,34
1270,87,22,9,59,34,62,1500000US530530721111,"Block Group 1, Census Tract 721.11, Pierce County, Washington",56,71
1174,53,84,33,35,18,0,1500000US530530721112,"Block Group 2, Census Tract 721.11, Pierce County, Washington",102,33
1862,59,25,97,25,31,25,1500000US530530721121,"Block Group 1, Census Tract 721.12, Pierce County, Washington",56,122
1284,41,64,9,12,13,84,1500000US530530721122,"Block Group 2, Census Tract 721.12, Pierce County, Washington",77,93
1142,56,16,30,22,33,31,1500000US530530721123,"Block Group 3, Census Tract 721.12, Pierce County, Washington",49,61
1234,42,27,34,45,15,16,1500000US530530723051,"Block Group 1, Census Tract 723.05, Pierce County, Washington",42,50
987,34,15,96,14,15,99,1500000US530530723052,"Block Group 2, Census Tract 723.05, Pierce County, Washington",30,195
818,32,0,21,46,36,29,1500000US530530723053,"Block Group 3, Census Tract 723.05, Pierce County, Washington",36,50
886,0,22,103,55,73,0,1500000US530530723054,"Block Group 4, Census Tract 723.05, Pierce County, Washington",95,103
1493,32,38,37,76,54,19,1500000US530530723055,"Block Group 5, Census Tract 723.05, Pierce County, Washington",92,56
554,0,0,0,0,0,17,1500000US530530723056,"Block Group 6, Census Tract 723.05, Pierce County, Washington",0,17
1843,22,25,66,52,36,157,1500000US530530723071,"Block Group 1, Census Tract 723.07, Pierce County, Washington",61,223
656,19,0,25,53,0,0,1500000US530530723072,"Block Group 2, Census Tract 723.07, Pierce County, Washington",0,25
732,30,7,36,0,0,42,1500000US530530723073,"Block Group 3, Census Tract 723.07, Pierce County, Washington",7,78
1064,44,10,71,18,41,24,1500000US530530723074,"Block Group 4, Census Tract 723.07, Pierce County, Washington",51,95
1272,74,7,36,0,0,97,1500000US530530723081,"Block Group 1, Census Tract 723.08, Pierce County, Washington",7,133
2043,118,65,126,42,71,171,1500000US530530723082,"Block Group 2, Census Tract 723.08, Pierce County, Washington",136,297
1128,10,14,90,38,29,0,1500000US530530723083,"Block Group 3, Census Tract 723.08, Pierce County, Washington",43,90
1670,55,0,62,140,80,50,1500000US530530723084,"Block Group 4, Census Tract 723.08, Pierce County, Washington",80,112
1728,16,0,168,51,45,46,1500000US530530723085,"Block Group 5, Census Tract 723.08, Pierce County, Washington",45,214
1579,57,12,28,31,0,58,1500000US530530723091,"Block Group 1, Census Tract 723.09, Pierce County, Washington",12,86
1819,121,104,36,102,38,53,1500000US530530723092,"Block Group 2, Census Tract 723.09, Pierce County, Washington",142,89
1285,44,13,0,47,69,14,1500000US530530723093,"Block Group 3, Census Tract 723.09, Pierce County, Washington",82,14
910,0,0,8,27,32,34,1500000US530530723094,"Block Group 4, Census Tract 723.09, Pierce County, Washington",32,42
1003,27,19,26,51,35,0,1500000US530530723101,"Block Group 1, Census Tract 723.10, Pierce County, Washington",54,26
684,0,30,0,25,11,44,1500000US530530723102,"Block Group 2, Census Tract 723.10, Pierce County, Washington",41,44
2006,51,40,67,63,84,85,1500000US530530723103,"Block Group 3, Census Tract 723.10, Pierce County, Washington",124,152
1380,51,0,49,6,51,38,1500000US530530723111,"Block Group 1, Census Tract 723.11, Pierce County, Washington",51,87
1184,48,19,76,49,52,52,1500000US530530723112,"Block Group 2, Census Tract 723.11, Pierce County, Washington",71,128
1776,46,48,73,28,68,159,1500000US530530723113,"Block Group 3, Census Tract 723.11, Pierce County, Washington",116,232
2648,76,69,93,105,55,72,1500000US530530723121,"Block Group 1, Census Tract 723.12, Pierce County, Washington",124,165
1337,22,21,91,25,31,14,1500000US530530723122,"Block Group 2, Census Tract 723.12, Pierce County, Washington",52,105
1658,97,23,19,134,139,0,1500000US530530723123,"Block Group 3, Census Tract 723.12, Pierce County, Washington",162,19
2132,67,25,90,57,50,148,1500000US530530723131,"Block Group 1, Census Tract 723.13, Pierce County, Washington",75,238
1381,107,9,39,7,14,44,1500000US530530723132,"Block Group 2, Census Tract 723.13, Pierce County, Washington",23,83
1900,21,22,89,52,35,86,1500000US530530724051,"Block Group 1, Census Tract 724.05, Pierce County, Washington",57,175
2443,31,107,101,68,49,94,1500000US530530724052,"Block Group 2, Census Tract 724.05, Pierce County, Washington",156,195
2038,70,107,82,33,84,119,1500000US530530724061,"Block Group 1, Census Tract 724.06, Pierce County, Washington",191,201
2001,9,97,173,140,37,32,1500000US530530724062,"Block Group 2, Census Tract 724.06, Pierce County, Washington",134,205
2146,93,44,54,95,118,53,1500000US530530724063,"Block Group 3, Census Tract 724.06, Pierce County, Washington",162,107
1624,70,17,13,30,0,0,1500000US530530724071,"Block Group 1, Census Tract 724.07, Pierce County, Washington",17,13
1570,0,10,115,37,18,0,1500000US530530724072,"Block Group 2, Census Tract 724.07, Pierce County, Washington",28,115
1519,28,77,95,30,94,126,1500000US530530724073,"Block Group 3, Census Tract 724.07, Pierce County, Washington",171,221
1252,31,15,29,38,15,27,1500000US530530724081,"Block Group 1, Census Tract 724.08, Pierce County, Washington",30,56
2083,51,67,129,0,32,42,1500000US530530724082,"Block Group 2, Census Tract 724.08, Pierce County, Washington",99,171
1068,26,0,28,27,18,18,1500000US530530724083,"Block Group 3, Census Tract 724.08, Pierce County, Washington",18,46
1504,75,63,97,48,17,28,1500000US530530724084,"Block Group 4, Census Tract 724.08, Pierce County, Washington",80,125
1454,31,47,66,40,20,86,1500000US530530724091,"Block Group 1, Census Tract 724.09, Pierce County, Washington",67,152
1072,0,63,25,0,35,43,1500000US530530724092,"Block Group 2, Census Tract 724.09, Pierce County, Washington",98,68
1911,16,52,25,58,50,59,1500000US530530724101,"Block Group 1, Census Tract 724.10, Pierce County, Washington",102,84
1645,47,35,42,33,108,25,1500000US530530724102,"Block Group 2, Census Tract 724.10, Pierce County, Washington",143,67
1809,51,20,45,28,19,32,1500000US530530725031,"Block Group 1, Census Tract 725.03, Pierce County, Washington",39,77
2583,118,68,161,16,64,79,1500000US530530725032,"Block Group 2, Census Tract 725.03, Pierce County, Washington",132,240
1939,37,87,111,57,79,25,1500000US530530725041,"Block Group 1, Census Tract 725.04, Pierce County, Washington",166,136
3126,34,100,64,112,125,89,1500000US530530725042,"Block Group 2, Census Tract 725.04, Pierce County, Washington",225,153
1315,64,59,34,63,29,0,1500000US530530725051,"Block Group 1, Census Tract 725.05, Pierce County, Washington",88,34
1425,71,0,12,38,46,62,1500000US530530725052,"Block Group 2, Census Tract 725.05, Pierce County, Washington",46,74
3366,75,129,77,94,43,96,1500000US530530725053,"Block Group 3, Census Tract 725.05, Pierce County, Washington",172,173
1148,10,20,11,0,52,168,1500000US530530725054,"Block Group 4, Census Tract 725.05, Pierce County, Washington",72,179
1143,27,25,40,31,29,48,1500000US530530725061,"Block Group 1, Census Tract 725.06, Pierce County, Washington",54,88
2262,18,76,76,28,87,102,1500000US530530725062,"Block Group 2, Census Tract 725.06, Pierce County, Washington",163,178
664,0,0,14,28,0,0,1500000US530530725071,"Block Group 1, Census Tract 725.07, Pierce County, Washington",0,14
1875,54,54,29,26,31,9,1500000US530530725072,"Block Group 2, Census Tract 725.07, Pierce County, Washington",85,38
2503,54,48,43,16,60,136,1500000US530530726011,"Block Group 1, Census Tract 726.01, Pierce County, Washington",108,179
1093,33,7,41,0,20,0,1500000US530530726012,"Block Group 2, Census Tract 726.01, Pierce County, Washington",27,41
1761,44,94,107,56,85,46,1500000US530530726013,"Block Group 3, Census Tract 726.01, Pierce County, Washington",179,153
948,21,29,43,10,19,21,1500000US530530726021,"Block Group 1, Census Tract 726.02, Pierce County, Washington",48,64
2044,35,36,169,18,46,70,1500000US530530726022,"Block Group 2, Census Tract 726.02, Pierce County, Washington",82,239
1354,0,22,1,86,28,120,1500000US530530726023,"Block Group 3, Census Tract 726.02, Pierce County, Washington",50,121
783,27,16,67,16,0,0,1500000US530530726031,"Block Group 1, Census Tract 726.03, Pierce County, Washington",16,67
966,65,43,8,0,42,0,1500000US530530726032,"Block Group 2, Census Tract 726.03, Pierce County, Washington",85,8
877,0,0,0,0,0,0,1500000US530530726033,"Block Group 3, Census Tract 726.03, Pierce County, Washington",0,0
1643,126,54,83,54,39,40,1500000US530530726034,"Block Group 4, Census Tract 726.03, Pierce County, Washington",93,123
701,0,0,0,0,0,0,1500000US530530726035,"Block Group 5, Census Tract 726.03, Pierce County, Washington",0,0
5671,371,310,194,177,326,284,1500000US530530728001,"Block Group 1, Census Tract 728, Pierce County, Washington",636,478
3335,300,98,88,170,125,156,1500000US530530728002,"Block Group 2, Census Tract 728, Pierce County, Washington",223,244
3167,304,251,81,212,214,106,1500000US530530729011,"Block Group 1, Census Tract 729.01, Pierce County, Washington",465,187
3454,212,244,81,95,137,122,1500000US530530729031,"Block Group 1, Census Tract 729.03, Pierce County, Washington",381,203
3063,427,122,108,225,102,75,1500000US530530729051,"Block Group 1, Census Tract 729.05, Pierce County, Washington",224,183
1382,204,171,83,170,66,35,1500000US530530729052,"Block Group 2, Census Tract 729.05, Pierce County, Washington",237,118
1621,233,118,100,164,44,36,1500000US530530729053,"Block Group 3, Census Tract 729.05, Pierce County, Washington",162,136
1015,0,0,0,0,0,0,1500000US530530729061,"Block Group 1, Census Tract 729.06, Pierce County, Washington",0,0
962,4,0,13,0,35,0,1500000US530530729062,"Block Group 2, Census Tract 729.06, Pierce County, Washington",35,13
2044,180,131,8,189,229,36,1500000US530530729071,"Block Group 1, Census Tract 729.07, Pierce County, Washington",360,44
3922,352,238,293,403,385,143,1500000US530530729072,"Block Group 2, Census Tract 729.07, Pierce County, Washington",623,436
0,0,0,0,0,0,0,1500000US530530729073,"Block Group 3, Census Tract 729.07, Pierce County, Washington",0,0
912,15,34,6,0,54,42,1500000US530530730011,"Block Group 1, Census Tract 730.01, Pierce County, Washington",88,48
1048,0,59,0,42,35,14,1500000US530530730012,"Block Group 2, Census Tract 730.01, Pierce County, Washington",94,14
1646,102,53,56,51,0,68,1500000US530530730013,"Block Group 3, Census Tract 730.01, Pierce County, Washington",53,124
1251,10,15,42,89,47,58,1500000US530530730014,"Block Group 4, Census Tract 730.01, Pierce County, Washington",62,100
1038,66,37,48,29,11,23,1500000US530530730015,"Block Group 5, Census Tract 730.01, Pierce County, Washington",48,71
1051,0,0,77,0,0,26,1500000US530530730051,"Block Group 1, Census Tract 730.05, Pierce County, Washington",0,103
1254,18,32,19,0,6,43,1500000US530530730052,"Block Group 2, Census Tract 730.05, Pierce County, Washington",38,62
1093,62,26,26,0,86,49,1500000US530530730053,"Block Group 3, Census Tract 730.05, Pierce County, Washington",112,75
2036,60,109,43,60,43,149,1500000US530530730054,"Block Group 4, Census Tract 730.05, Pierce County, Washington",152,192
2472,43,115,82,79,24,55,1500000US530530730061,"Block Group 1, Census Tract 730.06, Pierce County, Washington",139,137
1011,49,24,16,36,22,35,1500000US530530730062,"Block Group 2, Census Tract 730.06, Pierce County, Washington",46,51
2322,8,32,163,86,102,57,1500000US530530731081,"Block Group 1, Census Tract 731.08, Pierce County, Washington",134,220
3604,89,124,161,160,109,61,1500000US530530731082,"Block Group 2, Census Tract 731.08, Pierce County, Washington",233,222
2097,82,152,75,163,75,48,1500000US530530731083,"Block Group 3, Census Tract 731.08, Pierce County, Washington",227,123
1769,38,58,28,57,53,64,1500000US530530731101,"Block Group 1, Census Tract 731.10, Pierce County, Washington",111,92
2033,0,64,79,36,71,90,1500000US530530731102,"Block Group 2, Census Tract 731.10, Pierce County, Washington",135,169
1986,48,38,165,49,67,63,1500000US530530731111,"Block Group 1, Census Tract 731.11, Pierce County, Washington",105,228
1395,9,45,53,66,116,46,1500000US530530731112,"Block Group 2, Census Tract 731.11, Pierce County, Washington",161,99
780,19,26,43,20,17,68,1500000US530530731113,"Block Group 3, Census Tract 731.11, Pierce County, Washington",43,111
1817,36,33,0,13,46,65,1500000US530530731131,"Block Group 1, Census Tract 731.13, Pierce County, Washington",79,65
2604,151,175,66,118,132,181,1500000US530530731132,"Block Group 2, Census Tract 731.13, Pierce County, Washington",307,247
2537,101,169,146,127,156,150,1500000US530530731133,"Block Group 3, Census Tract 731.13, Pierce County, Washington",325,296
2408,18,108,160,90,60,135,1500000US530530731141,"Block Group 1, Census Tract 731.14, Pierce County, Washington",168,295
1821,56,135,103,115,23,63,1500000US530530731142,"Block Group 2, Census Tract 731.14, Pierce County, Washington",158,166
1271,33,25,39,39,55,97,1500000US530530731143,"Block Group 3, Census Tract 731.14, Pierce County, Washington",80,136
2100,86,81,80,27,51,111,1500000US530530731151,"Block Group 1, Census Tract 731.15, Pierce County, Washington",132,191
1517,46,77,65,11,57,40,1500000US530530731152,"Block Group 2, Census Tract 731.15, Pierce County, Washington",134,105
474,0,0,23,0,10,0,1500000US530530731153,"Block Group 3, Census Tract 731.15, Pierce County, Washington",10,23
2195,99,71,163,94,53,93,1500000US530530731161,"Block Group 1, Census Tract 731.16, Pierce County, Washington",124,256
1082,0,12,54,37,27,6,1500000US530530731162,"Block Group 2, Census Tract 731.16, Pierce County, Washington",39,60
2012,63,144,27,48,45,41,1500000US530530731171,"Block Group 1, Census Tract 731.17, Pierce County, Washington",189,68
1856,0,72,77,0,41,176,1500000US530530731172,"Block Group 2, Census Tract 731.17, Pierce County, Washington",113,253
1910,49,50,101,24,51,109,1500000US530530731181,"Block Group 1, Census Tract 731.18, Pierce County, Washington",101,210
2373,63,122,54,71,68,106,1500000US530530731182,"Block Group 2, Census Tract 731.18, Pierce County, Washington",190,160
827,0,9,39,18,2,0,1500000US530530731191,"Block Group 1, Census Tract 731.19, Pierce County, Washington",11,39
2289,57,25,96,34,67,28,1500000US530530731192,"Block Group 2, Census Tract 731.19, Pierce County, Washington",92,124
2254,82,60,84,121,179,87,1500000US530530731201,"Block Group 1, Census Tract 731.20, Pierce County, Washington",239,171
2110,136,127,49,116,17,144,1500000US530530731202,"Block Group 2, Census Tract 731.20, Pierce County, Washington",144,193
2324,46,47,279,29,109,144,1500000US530530731211,"Block Group 1, Census Tract 731.21, Pierce County, Washington",156,423
2754,122,76,59,194,53,74,1500000US530530731212,"Block Group 2, Census Tract 731.21, Pierce County, Washington",129,133
1338,40,14,69,56,59,50,1500000US530530731221,"Block Group 1, Census Tract 731.22, Pierce County, Washington",73,119
2954,136,23,133,155,183,191,1500000US530530731222,"Block Group 2, Census Tract 731.22, Pierce County, Washington",206,324
3226,34,172,220,130,62,87,1500000US530530731231,"Block Group 1, Census Tract 731.23, Pierce County, Washington",234,307
1651,26,9,178,107,106,79,1500000US530530731232,"Block Group 2, Census Tract 731.23, Pierce County, Washington",115,257
940,0,0,61,66,0,77,1500000US530530731241,"Block Group 1, Census Tract 731.24, Pierce County, Washington",0,138
2580,130,149,101,110,174,32,1500000US530530731242,"Block Group 2, Census Tract 731.24, Pierce County, Washington",323,133
4449,188,254,363,249,182,144,1500000US530530731251,"Block Group 1, Census Tract 731.25, Pierce County, Washington",436,507
1599,41,45,88,109,44,88,1500000US530530731252,"Block Group 2, Census Tract 731.25, Pierce County, Washington",89,176
3573,240,107,177,123,44,287,1500000US530530731253,"Block Group 3, Census Tract 731.25, Pierce County, Washington",151,464
4173,133,249,249,207,305,285,1500000US530530731261,"Block Group 1, Census Tract 731.26, Pierce County, Washington",554,534
1355,58,35,15,48,127,83,1500000US530530732001,"Block Group 1, Census Tract 732, Pierce County, Washington",162,98
826,70,2,0,27,23,23,1500000US530530732002,"Block Group 2, Census Tract 732, Pierce County, Washington",25,23
1326,21,38,82,27,49,54,1500000US530530732003,"Block Group 3, Census Tract 732, Pierce County, Washington",87,136
