est_tl,MOE_tl,est_tl_No schooling completed,MOE_tl_No schooling completed,est_tl_Nursery school,MOE_tl_Nursery school,est_tl_Kindergarten,MOE_tl_Kindergarten,est_tl_1st grade,MOE_tl_1st grade,est_tl_2nd grade,MOE_tl_2nd grade,est_tl_3rd grade,MOE_tl_3rd grade,est_tl_4th grade,MOE_tl_4th grade,est_tl_5th grade,MOE_tl_5th grade,est_tl_6th grade,MOE_tl_6th grade,est_tl_7th grade,MOE_tl_7th grade,est_tl_8th grade,MOE_tl_8th grade,est_tl_9th grade,MOE_tl_9th grade,est_tl_10th grade,MOE_tl_10th grade,est_tl_11th grade,MOE_tl_11th grade,"est_tl_12th grade, no diploma","MOE_tl_12th grade, no diploma",est_tl_Regular high school diploma,MOE_tl_Regular high school diploma,est_tl_GED or alternative credential,MOE_tl_GED or alternative credential,"est_tl_Some college, less than 1 year","MOE_tl_Some college, less than 1 year","est_tl_Some college, 1 or more years, no deg","MOE_tl_Some college, 1 or more years, no deg",est_tl_Associate's deg,MOE_tl_Associate's deg,est_tl_Bachelor's deg,MOE_tl_Bachelor's deg,est_tl_Master's deg,MOE_tl_Master's deg,est_tl_Professional school deg,MOE_tl_Professional school deg,est_tl_Doctorate deg,MOE_tl_Doctorate deg,id,Geographic Area Name
638,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,24,0,12,20,21,124,64,44,32,217,89,135,60,61,40,11,18,1500000US530530605002,"Block Group 2, Census Tract 605, Pierce County, Washington"
489,119,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,80,63,32,34,22,25,86,46,49,32,125,62,66,47,29,27,0,12,1500000US530530605003,"Block Group 3, Census Tract 605, Pierce County, Washington"
398,104,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,42,22,23,9,15,79,46,8,12,170,70,18,21,34,30,6,10,1500000US530530605004,"Block Group 4, Census Tract 605, Pierce County, Washington"
684,137,15,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,36,0,12,15,24,34,42,25,37,0,12,24,26,19,21,269,103,112,53,70,42,77,62,1500000US530530605005,"Block Group 5, Census Tract 605, Pierce County, Washington"
780,183,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,2,4,0,12,0,12,0,12,1,3,0,12,60,42,17,28,31,36,85,76,79,62,236,95,170,110,83,62,15,23,1500000US530530606001,"Block Group 1, Census Tract 606, Pierce County, Washington"
967,200,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,93,75,85,95,50,48,136,112,159,95,211,88,173,100,45,42,15,24,1500000US530530606002,"Block Group 2, Census Tract 606, Pierce County, Washington"
600,183,19,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,0,12,0,12,0,12,0,12,122,89,0,12,28,32,61,76,33,39,200,99,106,80,18,30,0,12,1500000US530530606003,"Block Group 3, Census Tract 606, Pierce County, Washington"
914,313,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,36,211,203,0,12,4,12,164,134,34,31,181,100,260,161,12,19,16,24,1500000US530530606004,"Block Group 4, Census Tract 606, Pierce County, Washington"
449,123,16,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,39,35,41,27,30,42,42,31,34,109,73,87,66,14,24,46,42,1500000US530530606005,"Block Group 5, Census Tract 606, Pierce County, Washington"
421,142,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,61,47,23,37,0,12,126,107,11,19,145,83,39,37,0,12,0,12,1500000US530530606006,"Block Group 6, Census Tract 606, Pierce County, Washington"
834,263,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,100,77,45,50,0,12,101,74,11,22,356,170,125,103,43,49,53,61,1500000US530530607001,"Block Group 1, Census Tract 607, Pierce County, Washington"
699,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,112,89,22,33,53,39,86,52,30,48,206,87,158,85,18,29,14,22,1500000US530530607002,"Block Group 2, Census Tract 607, Pierce County, Washington"
800,254,11,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,151,117,14,22,0,12,106,67,75,55,153,103,166,103,73,101,51,67,1500000US530530607003,"Block Group 3, Census Tract 607, Pierce County, Washington"
507,149,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,66,81,0,12,117,67,36,39,30,35,45,61,0,12,148,83,31,35,18,28,16,25,1500000US530530607004,"Block Group 4, Census Tract 607, Pierce County, Washington"
200,120,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,30,0,12,11,15,53,83,8,16,71,66,37,38,0,12,0,12,1500000US530530607005,"Block Group 5, Census Tract 607, Pierce County, Washington"
301,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,24,0,12,0,12,0,12,0,12,29,32,14,23,14,24,0,12,0,12,107,89,109,78,14,22,0,12,1500000US530530607006,"Block Group 6, Census Tract 607, Pierce County, Washington"
523,134,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,48,36,45,60,16,24,107,84,81,83,79,68,88,70,27,32,19,31,1500000US530530608001,"Block Group 1, Census Tract 608, Pierce County, Washington"
538,148,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,0,12,115,140,8,19,0,12,141,110,27,32,142,74,61,41,12,20,19,22,1500000US530530608002,"Block Group 2, Census Tract 608, Pierce County, Washington"
592,251,1,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,86,75,9,16,21,26,180,173,83,92,153,84,16,27,15,23,28,46,1500000US530530608003,"Block Group 3, Census Tract 608, Pierce County, Washington"
416,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,70,16,26,41,30,47,50,33,50,90,74,0,12,123,74,10,18,11,18,0,12,1500000US530530608004,"Block Group 4, Census Tract 608, Pierce County, Washington"
520,170,0,12,0,12,0,12,0,12,14,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,26,58,71,67,45,13,21,75,56,40,37,70,74,143,90,10,16,13,21,0,12,1500000US530530608005,"Block Group 5, Census Tract 608, Pierce County, Washington"
747,200,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,0,12,14,22,174,111,13,20,51,60,60,49,16,27,271,156,124,90,10,18,0,12,1500000US530530608006,"Block Group 6, Census Tract 608, Pierce County, Washington"
443,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,49,39,13,20,62,53,63,45,76,54,99,48,47,34,11,16,11,16,1500000US530530608007,"Block Group 7, Census Tract 608, Pierce County, Washington"
540,179,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,0,12,21,24,4,8,6,11,164,131,0,12,31,27,127,69,22,20,124,62,11,16,11,17,13,19,1500000US530530609031,"Block Group 1, Census Tract 609.03, Pierce County, Washington"
871,135,0,12,0,12,0,12,7,11,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,1,4,3,7,8,14,218,81,27,24,85,68,220,66,86,43,86,52,104,61,16,26,0,12,1500000US530530609032,"Block Group 2, Census Tract 609.03, Pierce County, Washington"
887,140,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,9,14,0,12,12,19,0,12,162,75,6,11,41,27,119,58,114,62,209,73,134,73,54,37,18,20,1500000US530530609033,"Block Group 3, Census Tract 609.03, Pierce County, Washington"
474,148,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,46,0,12,0,12,42,65,16,25,127,50,16,25,15,24,52,36,104,84,52,38,23,28,0,12,0,12,1500000US530530609041,"Block Group 1, Census Tract 609.04, Pierce County, Washington"
1356,239,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,33,43,68,51,81,20,32,142,90,16,25,85,70,455,202,131,74,253,123,103,85,0,12,29,35,1500000US530530609042,"Block Group 2, Census Tract 609.04, Pierce County, Washington"
514,227,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,117,96,40,64,14,24,39,37,82,96,212,111,0,12,0,12,0,12,1500000US530530609043,"Block Group 3, Census Tract 609.04, Pierce County, Washington"
972,221,15,24,0,12,0,12,0,12,0,12,0,12,0,12,37,58,0,12,0,12,25,29,13,20,0,12,12,20,72,86,270,137,0,12,125,80,155,109,82,58,119,72,47,45,0,12,0,12,1500000US530530609044,"Block Group 4, Census Tract 609.04, Pierce County, Washington"
1366,250,0,12,0,12,0,12,0,12,0,12,0,12,16,26,0,12,18,27,0,12,0,12,0,12,0,12,38,62,30,34,352,126,52,81,152,98,185,90,185,114,224,137,101,107,0,12,13,21,1500000US530530609051,"Block Group 1, Census Tract 609.05, Pierce County, Washington"
721,252,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,25,0,12,0,12,0,12,11,20,16,20,0,12,128,75,72,77,56,50,137,81,62,73,116,71,84,50,0,12,20,25,1500000US530530609052,"Block Group 2, Census Tract 609.05, Pierce County, Washington"
594,164,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,157,102,14,23,38,37,144,86,81,61,130,68,14,23,16,26,0,12,1500000US530530609053,"Block Group 3, Census Tract 609.05, Pierce County, Washington"
1165,243,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,13,22,0,12,19,30,335,197,33,36,68,49,191,91,85,65,177,98,125,85,91,81,16,25,1500000US530530609054,"Block Group 4, Census Tract 609.05, Pierce County, Washington"
1021,220,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,23,0,12,0,12,0,12,0,12,174,98,53,53,106,74,154,97,160,95,182,89,123,71,54,46,0,12,1500000US530530609055,"Block Group 5, Census Tract 609.05, Pierce County, Washington"
1238,118,17,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10,0,12,5,8,7,14,5,10,0,12,304,87,43,39,107,42,283,76,112,55,208,63,127,53,11,13,4,8,1500000US530530609061,"Block Group 1, Census Tract 609.06, Pierce County, Washington"
494,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,31,36,24,27,5,7,94,41,6,9,29,20,92,38,43,39,103,50,44,29,0,12,19,21,1500000US530530609062,"Block Group 2, Census Tract 609.06, Pierce County, Washington"
723,136,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,14,47,55,182,94,37,30,113,61,101,55,65,39,143,66,25,23,0,12,0,12,1500000US530530610011,"Block Group 1, Census Tract 610.01, Pierce County, Washington"
628,140,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,201,126,0,12,18,20,68,49,27,32,166,65,68,49,63,55,17,19,1500000US530530610012,"Block Group 2, Census Tract 610.01, Pierce County, Washington"
1500,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,20,8,14,8,14,26,25,16,19,275,92,29,25,60,31,203,67,157,69,328,105,261,82,80,43,39,33,1500000US530530610013,"Block Group 3, Census Tract 610.01, Pierce County, Washington"
1366,295,14,23,0,12,0,12,0,12,0,12,0,12,51,86,0,12,22,40,6,14,13,21,0,12,21,44,94,146,44,68,391,149,56,74,170,97,209,165,55,75,89,72,85,76,16,35,30,44,1500000US530530610021,"Block Group 1, Census Tract 610.02, Pierce County, Washington"
552,176,11,15,0,12,0,12,0,12,0,12,0,12,11,18,0,12,9,22,0,12,0,12,0,12,7,13,73,74,0,12,95,54,0,12,82,68,115,87,0,12,149,105,0,12,0,12,0,12,1500000US530530610022,"Block Group 2, Census Tract 610.02, Pierce County, Washington"
761,170,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,54,176,83,16,21,42,33,139,99,80,64,153,62,101,62,6,12,11,16,1500000US530530610023,"Block Group 3, Census Tract 610.02, Pierce County, Washington"
447,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,15,0,12,11,18,110,86,26,43,77,60,60,64,53,59,85,87,10,16,0,12,11,16,1500000US530530610024,"Block Group 4, Census Tract 610.02, Pierce County, Washington"
650,179,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,35,0,12,8,16,12,19,124,94,12,22,39,43,168,105,17,28,156,80,81,57,0,12,12,22,1500000US530530611001,"Block Group 1, Census Tract 611, Pierce County, Washington"
368,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,172,80,15,24,33,35,40,37,65,60,30,35,0,12,0,12,0,12,1500000US530530611002,"Block Group 2, Census Tract 611, Pierce County, Washington"
584,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,30,0,12,4,8,0,12,6,10,21,28,47,59,200,104,4,8,22,32,124,61,15,21,91,67,31,37,0,12,0,12,1500000US530530611003,"Block Group 3, Census Tract 611, Pierce County, Washington"
715,221,13,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12,0,12,15,26,28,39,14,22,184,85,52,44,95,63,129,100,15,23,127,125,0,12,0,12,28,32,1500000US530530611004,"Block Group 4, Census Tract 611, Pierce County, Washington"
753,216,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,73,17,32,0,12,244,100,44,49,34,51,130,89,10,19,109,73,92,91,27,31,0,12,1500000US530530611005,"Block Group 5, Census Tract 611, Pierce County, Washington"
1063,288,17,28,0,12,0,12,0,12,0,12,0,12,19,31,0,12,0,12,0,12,0,12,0,12,23,38,0,12,0,12,200,121,20,34,36,40,267,129,187,134,144,108,135,114,0,12,15,24,1500000US530530611006,"Block Group 6, Census Tract 611, Pierce County, Washington"
688,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,25,0,12,0,12,26,31,29,31,192,112,34,37,18,24,177,103,100,75,98,111,0,12,0,12,0,12,1500000US530530611007,"Block Group 7, Census Tract 611, Pierce County, Washington"
1017,276,0,12,0,12,0,12,0,12,11,17,0,12,0,12,0,12,11,17,0,12,0,12,13,19,0,12,13,18,57,71,250,127,28,41,24,28,226,160,185,128,117,81,82,60,0,12,0,12,1500000US530530612001,"Block Group 1, Census Tract 612, Pierce County, Washington"
439,145,0,12,0,12,0,12,0,12,0,12,7,16,0,12,0,12,8,19,0,12,0,12,0,12,0,12,24,27,13,24,84,57,19,22,31,27,43,38,88,62,90,45,11,17,13,20,8,14,1500000US530530612002,"Block Group 2, Census Tract 612, Pierce County, Washington"
550,210,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,33,47,8,14,26,29,44,63,39,47,104,71,0,12,0,12,34,31,47,37,164,87,33,33,0,12,7,12,1500000US530530612003,"Block Group 3, Census Tract 612, Pierce County, Washington"
688,198,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,20,0,12,18,20,9,19,47,49,25,28,7,11,255,154,59,55,57,64,48,41,55,52,67,58,14,19,18,29,0,12,1500000US530530612004,"Block Group 4, Census Tract 612, Pierce County, Washington"
524,147,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,16,0,12,6,10,11,18,19,20,82,50,25,30,34,37,81,45,8,13,157,119,90,61,0,12,0,12,1500000US530530612005,"Block Group 5, Census Tract 612, Pierce County, Washington"
514,145,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,25,0,12,0,12,0,12,0,12,17,21,0,12,93,77,21,23,39,30,62,44,79,91,100,47,73,44,19,24,0,12,1500000US530530612006,"Block Group 6, Census Tract 612, Pierce County, Washington"
508,121,27,33,0,12,0,12,0,12,6,14,0,12,0,12,0,12,0,12,6,9,43,43,7,11,0,12,11,13,8,13,131,80,55,36,16,20,72,50,17,21,72,44,13,14,16,24,8,14,1500000US530530613001,"Block Group 1, Census Tract 613, Pierce County, Washington"
640,199,18,28,0,12,0,12,0,12,0,12,0,12,35,51,8,13,0,12,0,12,0,12,0,12,0,12,7,11,14,15,155,82,9,15,69,47,148,102,37,44,112,61,28,34,0,12,0,12,1500000US530530613002,"Block Group 2, Census Tract 613, Pierce County, Washington"
604,140,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,16,0,12,0,12,6,10,0,12,49,39,31,39,192,135,60,52,47,31,80,57,45,38,45,44,0,12,0,12,23,34,1500000US530530613003,"Block Group 3, Census Tract 613, Pierce County, Washington"
339,169,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,66,40,36,56,13,19,118,116,0,12,68,60,33,28,0,12,0,12,1500000US530530613004,"Block Group 4, Census Tract 613, Pierce County, Washington"
452,161,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,26,28,32,13,20,0,12,6,13,0,12,0,12,142,100,61,54,18,19,45,33,59,48,52,29,0,12,0,12,0,12,1500000US530530613005,"Block Group 5, Census Tract 613, Pierce County, Washington"
531,138,18,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,12,18,34,40,24,38,7,11,102,62,49,35,22,26,70,43,30,30,94,61,48,43,0,12,13,19,1500000US530530613006,"Block Group 6, Census Tract 613, Pierce County, Washington"
551,129,0,12,0,12,0,12,0,12,6,15,15,27,12,26,0,12,2,6,0,12,0,12,29,45,12,18,23,28,7,11,121,93,68,51,20,24,158,82,47,41,17,17,8,15,0,12,6,10,1500000US530530614001,"Block Group 1, Census Tract 614, Pierce County, Washington"
1419,190,12,26,0,12,0,12,0,12,0,12,0,12,0,12,8,17,10,12,4,7,29,32,56,55,208,115,176,93,9,11,216,121,276,112,78,42,258,85,29,20,30,26,20,23,0,12,0,12,1500000US530530614002,"Block Group 2, Census Tract 614, Pierce County, Washington"
664,113,43,38,0,12,0,12,0,12,8,15,0,12,0,12,37,37,0,12,0,12,13,15,13,15,36,33,44,40,15,19,173,89,52,34,36,23,74,47,48,42,59,47,13,16,0,12,0,12,1500000US530530614003,"Block Group 3, Census Tract 614, Pierce County, Washington"
1300,223,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,56,63,0,12,0,12,249,114,30,36,33,35,159,80,133,95,359,116,162,83,78,62,27,30,1500000US530530615001,"Block Group 1, Census Tract 615, Pierce County, Washington"
1108,187,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,67,68,0,12,155,107,19,31,101,75,181,93,187,130,276,117,58,59,64,61,0,12,1500000US530530615002,"Block Group 2, Census Tract 615, Pierce County, Washington"
695,239,22,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,61,69,8,17,19,36,15,34,0,12,121,89,0,12,39,30,172,95,22,29,101,50,58,51,43,52,14,23,1500000US530530615003,"Block Group 3, Census Tract 615, Pierce County, Washington"
796,266,8,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,7,0,12,0,12,0,12,0,12,64,83,52,65,86,131,35,56,181,116,140,76,172,106,48,46,0,12,7,16,1500000US530530615004,"Block Group 4, Census Tract 615, Pierce County, Washington"
1560,149,17,18,0,12,0,12,0,12,0,12,0,12,0,12,27,43,90,51,0,12,10,23,0,12,19,28,53,47,21,23,258,96,60,45,111,53,327,90,103,64,262,85,116,54,68,33,18,20,1500000US530530616011,"Block Group 1, Census Tract 616.01, Pierce County, Washington"
573,94,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,30,29,33,0,12,6,10,0,12,32,22,36,27,51,45,131,41,77,52,121,47,52,64,13,14,3,5,1500000US530530616021,"Block Group 1, Census Tract 616.02, Pierce County, Washington"
605,144,5,9,0,12,0,12,5,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,66,78,0,12,0,12,19,24,54,41,8,13,47,37,167,105,37,29,134,80,42,27,21,21,0,12,1500000US530530617001,"Block Group 1, Census Tract 617, Pierce County, Washington"
424,164,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,52,79,110,0,12,76,55,17,20,17,20,110,92,22,28,61,53,0,12,0,12,0,12,1500000US530530617002,"Block Group 2, Census Tract 617, Pierce County, Washington"
558,185,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,15,23,185,101,0,12,25,30,156,59,34,41,94,62,35,36,7,11,0,12,1500000US530530617003,"Block Group 3, Census Tract 617, Pierce County, Washington"
340,168,41,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,56,0,12,0,12,0,12,0,12,0,12,12,18,18,21,42,39,49,41,62,72,7,11,32,39,40,34,0,12,0,12,1500000US530530617004,"Block Group 4, Census Tract 617, Pierce County, Washington"
728,203,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,21,6,10,0,12,57,52,0,12,219,111,51,51,69,55,112,68,76,60,68,46,36,31,9,14,0,12,1500000US530530617005,"Block Group 5, Census Tract 617, Pierce County, Washington"
601,149,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,21,0,12,0,12,6,10,0,12,4,15,6,11,36,32,165,68,19,19,30,26,211,91,51,40,52,36,10,16,0,12,0,12,1500000US530530618001,"Block Group 1, Census Tract 618, Pierce County, Washington"
563,124,0,12,0,12,0,12,0,12,0,12,0,12,20,26,0,12,13,20,0,12,47,49,13,21,17,26,0,12,20,20,198,70,91,60,36,30,42,29,38,30,22,25,6,10,0,12,0,12,1500000US530530618002,"Block Group 2, Census Tract 618, Pierce County, Washington"
361,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,21,35,46,38,42,29,28,38,41,38,87,47,32,34,45,34,13,20,0,12,0,12,1500000US530530618003,"Block Group 3, Census Tract 618, Pierce County, Washington"
651,164,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,74,93,7,16,5,11,20,26,0,12,0,12,3,6,121,72,51,47,50,38,84,40,57,57,86,41,81,40,4,7,8,12,1500000US530530619001,"Block Group 1, Census Tract 619, Pierce County, Washington"
739,173,0,12,0,12,0,12,0,12,0,12,0,12,22,30,0,12,0,12,0,12,6,11,3,5,19,18,59,46,3,6,259,83,47,46,27,21,100,48,51,38,133,76,10,11,0,12,0,12,1500000US530530619002,"Block Group 2, Census Tract 619, Pierce County, Washington"
697,168,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,28,43,6,10,9,15,52,49,32,42,21,20,17,24,142,93,81,55,70,50,129,89,29,25,47,31,7,11,19,22,0,12,1500000US530530620001,"Block Group 1, Census Tract 620, Pierce County, Washington"
575,140,10,14,0,12,0,12,0,12,0,12,4,6,0,12,0,12,30,45,0,12,6,9,20,14,14,19,9,15,9,12,149,62,32,24,32,28,84,44,69,40,96,57,5,9,6,9,0,12,1500000US530530620002,"Block Group 2, Census Tract 620, Pierce County, Washington"
718,160,13,21,0,12,0,12,0,12,0,12,0,12,12,20,0,12,13,21,0,12,11,22,0,12,0,12,8,13,14,22,176,127,31,28,42,27,122,73,122,93,128,63,16,14,10,15,0,12,1500000US530530620003,"Block Group 3, Census Tract 620, Pierce County, Washington"
903,158,86,69,0,12,0,12,0,12,0,12,0,12,0,12,10,14,0,12,0,12,0,12,11,17,18,28,26,23,32,39,239,73,31,25,59,36,142,88,181,112,68,41,0,12,0,12,0,12,1500000US530530620004,"Block Group 4, Census Tract 620, Pierce County, Washington"
842,252,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,34,3,6,0,12,0,12,9,17,25,47,15,21,34,40,326,168,65,45,70,45,134,86,29,20,97,63,10,16,0,12,0,12,1500000US530530623001,"Block Group 1, Census Tract 623, Pierce County, Washington"
994,241,39,46,0,12,0,12,0,12,4,6,0,12,0,12,0,12,42,37,0,12,0,12,135,153,0,12,64,55,25,27,201,85,45,38,90,53,180,89,89,50,42,33,38,36,0,12,0,12,1500000US530530623002,"Block Group 2, Census Tract 623, Pierce County, Washington"
730,179,36,46,0,12,0,12,0,12,0,12,10,20,0,12,0,12,0,12,7,12,0,12,8,12,72,91,0,12,0,12,156,79,31,25,26,21,149,87,109,75,107,93,8,12,11,17,0,12,1500000US530530623003,"Block Group 3, Census Tract 623, Pierce County, Washington"
578,136,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,8,12,8,14,99,115,29,36,147,59,28,23,29,23,79,43,27,25,82,42,32,33,0,12,0,12,1500000US530530623004,"Block Group 4, Census Tract 623, Pierce County, Washington"
1005,304,0,12,0,12,0,12,82,82,0,12,0,12,0,12,0,12,0,12,21,33,53,53,116,90,15,31,19,32,0,12,266,158,0,12,130,105,101,70,60,46,142,67,0,12,0,12,0,12,1500000US530530624001,"Block Group 1, Census Tract 624, Pierce County, Washington"
583,225,57,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,28,46,149,85,42,64,73,62,59,45,99,91,40,39,24,28,0,12,0,12,1500000US530530624002,"Block Group 2, Census Tract 624, Pierce County, Washington"
801,305,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,36,0,12,0,12,253,189,169,169,56,65,96,71,50,61,90,69,54,49,0,12,0,12,1500000US530530624003,"Block Group 3, Census Tract 624, Pierce County, Washington"
755,270,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,69,192,121,36,40,74,56,96,69,51,51,229,160,34,35,0,12,0,12,1500000US530530624004,"Block Group 4, Census Tract 624, Pierce County, Washington"
544,146,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,70,55,5,27,16,26,47,47,11,20,72,63,226,119,13,21,42,52,14,24,14,24,0,12,1500000US530530624005,"Block Group 5, Census Tract 624, Pierce County, Washington"
890,226,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,114,125,193,109,58,54,145,104,167,115,43,61,129,104,41,49,0,12,0,12,1500000US530530625001,"Block Group 1, Census Tract 625, Pierce County, Washington"
1011,392,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,37,41,65,457,316,36,39,40,47,199,137,98,94,90,60,26,30,0,12,3,7,1500000US530530625002,"Block Group 2, Census Tract 625, Pierce County, Washington"
