"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"1332","351","1500000US530530623003","Block Group 3, Census Tract 623, Pierce County, Washington"
"919","272","1500000US530530623004","Block Group 4, Census Tract 623, Pierce County, Washington"
"1436","422","1500000US530530624001","Block Group 1, Census Tract 624, Pierce County, Washington"
"896","384","1500000US530530624002","Block Group 2, Census Tract 624, Pierce County, Washington"
"1177","440","1500000US530530624003","Block Group 3, Census Tract 624, Pierce County, Washington"
"1102","409","1500000US530530624004","Block Group 4, Census Tract 624, Pierce County, Washington"
"840","274","1500000US530530624005","Block Group 5, Census Tract 624, Pierce County, Washington"
"1339","512","1500000US530530625001","Block Group 1, Census Tract 625, Pierce County, Washington"
"1835","749","1500000US530530625002","Block Group 2, Census Tract 625, Pierce County, Washington"
"559","251","1500000US530530625003","Block Group 3, Census Tract 625, Pierce County, Washington"
"1114","530","1500000US530530625004","Block Group 4, Census Tract 625, Pierce County, Washington"
"1626","669","1500000US530530625005","Block Group 5, Census Tract 625, Pierce County, Washington"
"740","262","1500000US530530625006","Block Group 6, Census Tract 625, Pierce County, Washington"
"974","417","1500000US530530625007","Block Group 7, Census Tract 625, Pierce County, Washington"
"1024","302","1500000US530530626001","Block Group 1, Census Tract 626, Pierce County, Washington"
"1996","431","1500000US530530626002","Block Group 2, Census Tract 626, Pierce County, Washington"
"1092","401","1500000US530530628011","Block Group 1, Census Tract 628.01, Pierce County, Washington"
"2157","497","1500000US530530628012","Block Group 2, Census Tract 628.01, Pierce County, Washington"
"1979","530","1500000US530530628013","Block Group 3, Census Tract 628.01, Pierce County, Washington"
"1065","311","1500000US530530628014","Block Group 4, Census Tract 628.01, Pierce County, Washington"
"1706","265","1500000US530530628021","Block Group 1, Census Tract 628.02, Pierce County, Washington"
"1435","395","1500000US530530628022","Block Group 2, Census Tract 628.02, Pierce County, Washington"
"1057","366","1500000US530530628023","Block Group 3, Census Tract 628.02, Pierce County, Washington"
"2724","564","1500000US530530629001","Block Group 1, Census Tract 629, Pierce County, Washington"
"1338","433","1500000US530530629002","Block Group 2, Census Tract 629, Pierce County, Washington"
"957","295","1500000US530530629003","Block Group 3, Census Tract 629, Pierce County, Washington"
"771","225","1500000US530530629004","Block Group 4, Census Tract 629, Pierce County, Washington"
"733","368","1500000US530530629005","Block Group 5, Census Tract 629, Pierce County, Washington"
"748","253","1500000US530530629006","Block Group 6, Census Tract 629, Pierce County, Washington"
"1158","306","1500000US530530630001","Block Group 1, Census Tract 630, Pierce County, Washington"
"1963","339","1500000US530530630002","Block Group 2, Census Tract 630, Pierce County, Washington"
"643","195","1500000US530530631001","Block Group 1, Census Tract 631, Pierce County, Washington"
"1259","381","1500000US530530631002","Block Group 2, Census Tract 631, Pierce County, Washington"
"991","297","1500000US530530631003","Block Group 3, Census Tract 631, Pierce County, Washington"
"1475","328","1500000US530530631004","Block Group 4, Census Tract 631, Pierce County, Washington"
"923","278","1500000US530530632001","Block Group 1, Census Tract 632, Pierce County, Washington"
"2048","424","1500000US530530632002","Block Group 2, Census Tract 632, Pierce County, Washington"
"767","234","1500000US530530632003","Block Group 3, Census Tract 632, Pierce County, Washington"
"798","213","1500000US530530632004","Block Group 4, Census Tract 632, Pierce County, Washington"
"720","201","1500000US530530632005","Block Group 5, Census Tract 632, Pierce County, Washington"
"1541","463","1500000US530530633001","Block Group 1, Census Tract 633, Pierce County, Washington"
"3070","747","1500000US530530633002","Block Group 2, Census Tract 633, Pierce County, Washington"
"1399","376","1500000US530530633003","Block Group 3, Census Tract 633, Pierce County, Washington"
"1137","508","1500000US530530633004","Block Group 4, Census Tract 633, Pierce County, Washington"
"1172","502","1500000US530530633005","Block Group 5, Census Tract 633, Pierce County, Washington"
"1601","660","1500000US530530634001","Block Group 1, Census Tract 634, Pierce County, Washington"
"1726","458","1500000US530530634002","Block Group 2, Census Tract 634, Pierce County, Washington"
"763","287","1500000US530530634003","Block Group 3, Census Tract 634, Pierce County, Washington"
"612","198","1500000US530530634004","Block Group 4, Census Tract 634, Pierce County, Washington"
"1459","438","1500000US530530634005","Block Group 5, Census Tract 634, Pierce County, Washington"
"1268","536","1500000US530530634006","Block Group 6, Census Tract 634, Pierce County, Washington"
"717","221","1500000US530530635011","Block Group 1, Census Tract 635.01, Pierce County, Washington"
"944","239","1500000US530530635012","Block Group 2, Census Tract 635.01, Pierce County, Washington"
"958","225","1500000US530530635013","Block Group 3, Census Tract 635.01, Pierce County, Washington"
"1732","389","1500000US530530635014","Block Group 4, Census Tract 635.01, Pierce County, Washington"
"1003","246","1500000US530530635021","Block Group 1, Census Tract 635.02, Pierce County, Washington"
"2442","341","1500000US530530635022","Block Group 2, Census Tract 635.02, Pierce County, Washington"
"1499","349","1500000US530530635023","Block Group 3, Census Tract 635.02, Pierce County, Washington"
"730","198","1500000US530530701001","Block Group 1, Census Tract 701, Pierce County, Washington"
"0","12","1500000US530530701002","Block Group 2, Census Tract 701, Pierce County, Washington"
"1364","306","1500000US530530701003","Block Group 3, Census Tract 701, Pierce County, Washington"
"1240","409","1500000US530530701004","Block Group 4, Census Tract 701, Pierce County, Washington"
"2384","381","1500000US530530702031","Block Group 1, Census Tract 702.03, Pierce County, Washington"
"2483","387","1500000US530530702032","Block Group 2, Census Tract 702.03, Pierce County, Washington"
"717","283","1500000US530530702033","Block Group 3, Census Tract 702.03, Pierce County, Washington"
"1691","364","1500000US530530702041","Block Group 1, Census Tract 702.04, Pierce County, Washington"
"2080","383","1500000US530530702042","Block Group 2, Census Tract 702.04, Pierce County, Washington"
"2241","255","1500000US530530702051","Block Group 1, Census Tract 702.05, Pierce County, Washington"
"952","244","1500000US530530702052","Block Group 2, Census Tract 702.05, Pierce County, Washington"
"1534","268","1500000US530530702061","Block Group 1, Census Tract 702.06, Pierce County, Washington"
"1285","276","1500000US530530702062","Block Group 2, Census Tract 702.06, Pierce County, Washington"
"998","258","1500000US530530702063","Block Group 3, Census Tract 702.06, Pierce County, Washington"
"1330","340","1500000US530530702071","Block Group 1, Census Tract 702.07, Pierce County, Washington"
"1125","264","1500000US530530702072","Block Group 2, Census Tract 702.07, Pierce County, Washington"
"1115","342","1500000US530530702073","Block Group 3, Census Tract 702.07, Pierce County, Washington"
"1276","381","1500000US530530702074","Block Group 4, Census Tract 702.07, Pierce County, Washington"
"975","229","1500000US530530703071","Block Group 1, Census Tract 703.07, Pierce County, Washington"
"1818","346","1500000US530530703072","Block Group 2, Census Tract 703.07, Pierce County, Washington"
"2332","339","1500000US530530703073","Block Group 3, Census Tract 703.07, Pierce County, Washington"
"1636","316","1500000US530530703081","Block Group 1, Census Tract 703.08, Pierce County, Washington"
"1727","326","1500000US530530703082","Block Group 2, Census Tract 703.08, Pierce County, Washington"
"1229","316","1500000US530530703091","Block Group 1, Census Tract 703.09, Pierce County, Washington"
"2031","333","1500000US530530703092","Block Group 2, Census Tract 703.09, Pierce County, Washington"
"1967","341","1500000US530530703093","Block Group 3, Census Tract 703.09, Pierce County, Washington"
"1884","250","1500000US530530703101","Block Group 1, Census Tract 703.10, Pierce County, Washington"
"780","234","1500000US530530703102","Block Group 2, Census Tract 703.10, Pierce County, Washington"
"1891","262","1500000US530530703103","Block Group 3, Census Tract 703.10, Pierce County, Washington"
"675","251","1500000US530530703104","Block Group 4, Census Tract 703.10, Pierce County, Washington"
"1386","332","1500000US530530703111","Block Group 1, Census Tract 703.11, Pierce County, Washington"
"1512","392","1500000US530530703112","Block Group 2, Census Tract 703.11, Pierce County, Washington"
"2174","637","1500000US530530703113","Block Group 3, Census Tract 703.11, Pierce County, Washington"
"965","273","1500000US530530703121","Block Group 1, Census Tract 703.12, Pierce County, Washington"
"3148","444","1500000US530530703122","Block Group 2, Census Tract 703.12, Pierce County, Washington"
"1362","303","1500000US530530703123","Block Group 3, Census Tract 703.12, Pierce County, Washington"
"1343","244","1500000US530530703131","Block Group 1, Census Tract 703.13, Pierce County, Washington"
"932","311","1500000US530530703132","Block Group 2, Census Tract 703.13, Pierce County, Washington"
"1597","340","1500000US530530703133","Block Group 3, Census Tract 703.13, Pierce County, Washington"
"597","276","1500000US530530703134","Block Group 4, Census Tract 703.13, Pierce County, Washington"
"915","232","1500000US530530703135","Block Group 5, Census Tract 703.13, Pierce County, Washington"
"2038","355","1500000US530530703141","Block Group 1, Census Tract 703.14, Pierce County, Washington"
"1125","299","1500000US530530703142","Block Group 2, Census Tract 703.14, Pierce County, Washington"
"1391","303","1500000US530530703151","Block Group 1, Census Tract 703.15, Pierce County, Washington"
"1372","362","1500000US530530703152","Block Group 2, Census Tract 703.15, Pierce County, Washington"
"1601","303","1500000US530530703153","Block Group 3, Census Tract 703.15, Pierce County, Washington"
"836","344","1500000US530530703154","Block Group 4, Census Tract 703.15, Pierce County, Washington"
"1617","450","1500000US530530703161","Block Group 1, Census Tract 703.16, Pierce County, Washington"
"3411","446","1500000US530530703162","Block Group 2, Census Tract 703.16, Pierce County, Washington"
"1546","228","1500000US530530704011","Block Group 1, Census Tract 704.01, Pierce County, Washington"
"671","140","1500000US530530704012","Block Group 2, Census Tract 704.01, Pierce County, Washington"
"918","239","1500000US530530704031","Block Group 1, Census Tract 704.03, Pierce County, Washington"
"723","240","1500000US530530704032","Block Group 2, Census Tract 704.03, Pierce County, Washington"
"1956","329","1500000US530530704033","Block Group 3, Census Tract 704.03, Pierce County, Washington"
"2739","418","1500000US530530704041","Block Group 1, Census Tract 704.04, Pierce County, Washington"
"2083","322","1500000US530530704042","Block Group 2, Census Tract 704.04, Pierce County, Washington"
"843","250","1500000US530530707031","Block Group 1, Census Tract 707.03, Pierce County, Washington"
"1568","356","1500000US530530707032","Block Group 2, Census Tract 707.03, Pierce County, Washington"
"1793","274","1500000US530530707033","Block Group 3, Census Tract 707.03, Pierce County, Washington"
"1015","326","1500000US530530707034","Block Group 4, Census Tract 707.03, Pierce County, Washington"
"938","282","1500000US530530707035","Block Group 5, Census Tract 707.03, Pierce County, Washington"
"1296","315","1500000US530530711001","Block Group 1, Census Tract 711, Pierce County, Washington"
"1002","180","1500000US530530711002","Block Group 2, Census Tract 711, Pierce County, Washington"
"1753","231","1500000US530530712051","Block Group 1, Census Tract 712.05, Pierce County, Washington"
"2963","273","1500000US530530712052","Block Group 2, Census Tract 712.05, Pierce County, Washington"
"1003","231","1500000US530530712061","Block Group 1, Census Tract 712.06, Pierce County, Washington"
"1002","214","1500000US530530712062","Block Group 2, Census Tract 712.06, Pierce County, Washington"
"2215","441","1500000US530530712063","Block Group 3, Census Tract 712.06, Pierce County, Washington"
"2679","498","1500000US530530712064","Block Group 4, Census Tract 712.06, Pierce County, Washington"
"1225","316","1500000US530530712071","Block Group 1, Census Tract 712.07, Pierce County, Washington"
"2742","468","1500000US530530712072","Block Group 2, Census Tract 712.07, Pierce County, Washington"
"2505","422","1500000US530530712073","Block Group 3, Census Tract 712.07, Pierce County, Washington"
"1610","343","1500000US530530712081","Block Group 1, Census Tract 712.08, Pierce County, Washington"
"2274","363","1500000US530530712082","Block Group 2, Census Tract 712.08, Pierce County, Washington"
"3519","507","1500000US530530712083","Block Group 3, Census Tract 712.08, Pierce County, Washington"
"2516","253","1500000US530530712091","Block Group 1, Census Tract 712.09, Pierce County, Washington"
"730","256","1500000US530530712092","Block Group 2, Census Tract 712.09, Pierce County, Washington"
"900","237","1500000US530530712093","Block Group 3, Census Tract 712.09, Pierce County, Washington"
"450","156","1500000US530530712101","Block Group 1, Census Tract 712.10, Pierce County, Washington"
"1130","172","1500000US530530712102","Block Group 2, Census Tract 712.10, Pierce County, Washington"
"2639","241","1500000US530530712103","Block Group 3, Census Tract 712.10, Pierce County, Washington"
"2359","460","1500000US530530713041","Block Group 1, Census Tract 713.04, Pierce County, Washington"
"2514","553","1500000US530530713042","Block Group 2, Census Tract 713.04, Pierce County, Washington"
"822","339","1500000US530530713043","Block Group 3, Census Tract 713.04, Pierce County, Washington"
"2065","274","1500000US530530713051","Block Group 1, Census Tract 713.05, Pierce County, Washington"
"1708","395","1500000US530530713052","Block Group 2, Census Tract 713.05, Pierce County, Washington"
"1327","354","1500000US530530713061","Block Group 1, Census Tract 713.06, Pierce County, Washington"
"1313","407","1500000US530530713062","Block Group 2, Census Tract 713.06, Pierce County, Washington"
"2726","554","1500000US530530713063","Block Group 3, Census Tract 713.06, Pierce County, Washington"
"1104","319","1500000US530530713064","Block Group 4, Census Tract 713.06, Pierce County, Washington"
"1494","258","1500000US530530713071","Block Group 1, Census Tract 713.07, Pierce County, Washington"
"1116","255","1500000US530530713072","Block Group 2, Census Tract 713.07, Pierce County, Washington"
"2002","323","1500000US530530713073","Block Group 3, Census Tract 713.07, Pierce County, Washington"
"1560","318","1500000US530530713091","Block Group 1, Census Tract 713.09, Pierce County, Washington"
"1460","332","1500000US530530713092","Block Group 2, Census Tract 713.09, Pierce County, Washington"
"1211","294","1500000US530530713093","Block Group 3, Census Tract 713.09, Pierce County, Washington"
"2184","381","1500000US530530713101","Block Group 1, Census Tract 713.10, Pierce County, Washington"
"2846","364","1500000US530530713102","Block Group 2, Census Tract 713.10, Pierce County, Washington"
"1355","274","1500000US530530714031","Block Group 1, Census Tract 714.03, Pierce County, Washington"
"855","276","1500000US530530714032","Block Group 2, Census Tract 714.03, Pierce County, Washington"
"1665","368","1500000US530530714033","Block Group 3, Census Tract 714.03, Pierce County, Washington"
"3339","614","1500000US530530714061","Block Group 1, Census Tract 714.06, Pierce County, Washington"
"1357","306","1500000US530530714062","Block Group 2, Census Tract 714.06, Pierce County, Washington"
"585","265","1500000US530530714063","Block Group 3, Census Tract 714.06, Pierce County, Washington"
"1925","477","1500000US530530714064","Block Group 4, Census Tract 714.06, Pierce County, Washington"
"1459","410","1500000US530530714071","Block Group 1, Census Tract 714.07, Pierce County, Washington"
"1422","342","1500000US530530714072","Block Group 2, Census Tract 714.07, Pierce County, Washington"
"1848","575","1500000US530530714073","Block Group 3, Census Tract 714.07, Pierce County, Washington"
"2073","552","1500000US530530714074","Block Group 4, Census Tract 714.07, Pierce County, Washington"
"1889","473","1500000US530530714081","Block Group 1, Census Tract 714.08, Pierce County, Washington"
"1182","320","1500000US530530714082","Block Group 2, Census Tract 714.08, Pierce County, Washington"
"834","270","1500000US530530714083","Block Group 3, Census Tract 714.08, Pierce County, Washington"
"1206","402","1500000US530530714091","Block Group 1, Census Tract 714.09, Pierce County, Washington"
"853","287","1500000US530530714092","Block Group 2, Census Tract 714.09, Pierce County, Washington"
"1596","373","1500000US530530714093","Block Group 3, Census Tract 714.09, Pierce County, Washington"
"982","416","1500000US530530714094","Block Group 4, Census Tract 714.09, Pierce County, Washington"
"1524","499","1500000US530530714101","Block Group 1, Census Tract 714.10, Pierce County, Washington"
"1589","600","1500000US530530714102","Block Group 2, Census Tract 714.10, Pierce County, Washington"
"2043","467","1500000US530530714103","Block Group 3, Census Tract 714.10, Pierce County, Washington"
"1711","359","1500000US530530714104","Block Group 4, Census Tract 714.10, Pierce County, Washington"
"2591","465","1500000US530530714111","Block Group 1, Census Tract 714.11, Pierce County, Washington"
"925","349","1500000US530530714112","Block Group 2, Census Tract 714.11, Pierce County, Washington"
"1623","340","1500000US530530714113","Block Group 3, Census Tract 714.11, Pierce County, Washington"
"1706","710","1500000US530530715031","Block Group 1, Census Tract 715.03, Pierce County, Washington"
"1816","762","1500000US530530715032","Block Group 2, Census Tract 715.03, Pierce County, Washington"
"595","203","1500000US530530715033","Block Group 3, Census Tract 715.03, Pierce County, Washington"
"1295","430","1500000US530530715034","Block Group 4, Census Tract 715.03, Pierce County, Washington"
"1679","461","1500000US530530715041","Block Group 1, Census Tract 715.04, Pierce County, Washington"
"2262","394","1500000US530530715042","Block Group 2, Census Tract 715.04, Pierce County, Washington"
"919","302","1500000US530530715043","Block Group 3, Census Tract 715.04, Pierce County, Washington"
"800","284","1500000US530530715044","Block Group 4, Census Tract 715.04, Pierce County, Washington"
"1782","324","1500000US530530715051","Block Group 1, Census Tract 715.05, Pierce County, Washington"
"871","261","1500000US530530715052","Block Group 2, Census Tract 715.05, Pierce County, Washington"
"1034","252","1500000US530530715053","Block Group 3, Census Tract 715.05, Pierce County, Washington"
"1453","297","1500000US530530715054","Block Group 4, Census Tract 715.05, Pierce County, Washington"
"1093","345","1500000US530530715061","Block Group 1, Census Tract 715.06, Pierce County, Washington"
"2153","378","1500000US530530715062","Block Group 2, Census Tract 715.06, Pierce County, Washington"
"1756","303","1500000US530530715063","Block Group 3, Census Tract 715.06, Pierce County, Washington"
"3096","490","1500000US530530716011","Block Group 1, Census Tract 716.01, Pierce County, Washington"
"1700","292","1500000US530530716012","Block Group 2, Census Tract 716.01, Pierce County, Washington"
"2071","459","1500000US530530716021","Block Group 1, Census Tract 716.02, Pierce County, Washington"
"1632","384","1500000US530530716022","Block Group 2, Census Tract 716.02, Pierce County, Washington"
"1935","426","1500000US530530716023","Block Group 3, Census Tract 716.02, Pierce County, Washington"
"895","313","1500000US530530716024","Block Group 4, Census Tract 716.02, Pierce County, Washington"
"2132","382","1500000US530530717031","Block Group 1, Census Tract 717.03, Pierce County, Washington"
"1374","298","1500000US530530717032","Block Group 2, Census Tract 717.03, Pierce County, Washington"
"2842","483","1500000US530530717041","Block Group 1, Census Tract 717.04, Pierce County, Washington"
"1417","352","1500000US530530717042","Block Group 2, Census Tract 717.04, Pierce County, Washington"
"786","282","1500000US530530717043","Block Group 3, Census Tract 717.04, Pierce County, Washington"
"1511","363","1500000US530530717051","Block Group 1, Census Tract 717.05, Pierce County, Washington"
"1314","334","1500000US530530717052","Block Group 2, Census Tract 717.05, Pierce County, Washington"
"1274","433","1500000US530530717053","Block Group 3, Census Tract 717.05, Pierce County, Washington"
"1821","180","1500000US530530717061","Block Group 1, Census Tract 717.06, Pierce County, Washington"
"813","166","1500000US530530717071","Block Group 1, Census Tract 717.07, Pierce County, Washington"
"898","274","1500000US530530717072","Block Group 2, Census Tract 717.07, Pierce County, Washington"
"1102","257","1500000US530530717073","Block Group 3, Census Tract 717.07, Pierce County, Washington"
"1437","366","1500000US530530718031","Block Group 1, Census Tract 718.03, Pierce County, Washington"
"2410","484","1500000US530530718032","Block Group 2, Census Tract 718.03, Pierce County, Washington"
"737","302","1500000US530530718033","Block Group 3, Census Tract 718.03, Pierce County, Washington"
"823","435","1500000US530530718034","Block Group 4, Census Tract 718.03, Pierce County, Washington"
"823","306","1500000US530530718051","Block Group 1, Census Tract 718.05, Pierce County, Washington"
"1367","425","1500000US530530718052","Block Group 2, Census Tract 718.05, Pierce County, Washington"
"1915","485","1500000US530530718053","Block Group 3, Census Tract 718.05, Pierce County, Washington"
"2535","452","1500000US530530718061","Block Group 1, Census Tract 718.06, Pierce County, Washington"
"1582","321","1500000US530530718062","Block Group 2, Census Tract 718.06, Pierce County, Washington"
"2050","415","1500000US530530718071","Block Group 1, Census Tract 718.07, Pierce County, Washington"
"1547","357","1500000US530530718072","Block Group 2, Census Tract 718.07, Pierce County, Washington"
"1528","480","1500000US530530718081","Block Group 1, Census Tract 718.08, Pierce County, Washington"
"1540","369","1500000US530530718082","Block Group 2, Census Tract 718.08, Pierce County, Washington"
"641","367","1500000US530530718083","Block Group 3, Census Tract 718.08, Pierce County, Washington"
"1799","495","1500000US530530719011","Block Group 1, Census Tract 719.01, Pierce County, Washington"
"643","145","1500000US530530719012","Block Group 2, Census Tract 719.01, Pierce County, Washington"
"1039","294","1500000US530530719013","Block Group 3, Census Tract 719.01, Pierce County, Washington"
